alpha	Links	p-value	nodes	density
0.005	14081	0.0656717713212	663	0.0641640806915
0.01	21651	6.70153148628e-07	915	0.0517774509452
0.02	35808	2.69085025083e-24	1369	0.0382402316968
0.03	49188	2.26639919195e-35	1761	0.0317407464767
0.05	78604	1.10184256353e-61	2303	0.0296534607336
0.1	172719	2.50506032256e-95	3474	0.0286309338211
0.2	492114	2.2556728856e-262	5785	0.0294146759576
0.3	794655	0.0	5787	0.0474653518253
0.4	2360967	0.0	6546	0.110213364573
0.5	3285642	0.0	6546	0.153378534982
