alpha	Links	p-value	nodes	density
0.005	4184	6.91506615157e-10	2346	0.00152107565934
0.01	19689	1.93789505662e-18	5550	0.0012786331114
0.02	150994	1.92158873731e-49	8188	0.00450491977672
0.03	457600	5.15106034562e-66	8880	0.0116075079472
0.05	1481754	1.23294630835e-135	9364	0.0338010098462
0.1	4877857	7.42839058784e-310	9987	0.0978210788786
0.2	11495574	0.0	10453	0.210436129664
0.3	16770667	0.0	10483	0.305246427726
0.4	21904065	0.0	10591	0.390590599801
0.5	26386908	0.0	10595	0.47017287337
