alpha	Links	p-value	nodes	density
0.005	4461	0.634798772033	2414	0.00153167855283
0.01	19912	1.53267082891e-11	5657	0.00124465589315
0.02	151153	1.46538022588e-57	8345	0.00434156323046
0.03	462198	1.54258103134e-72	9048	0.0112927802026
0.05	1512140	6.98366216319e-98	9507	0.0334642189857
0.1	5033399	4.67639468797e-228	10130	0.0981104658104
0.2	11867804	0.0	10575	0.212266118643
0.3	17336081	0.0	10606	0.308261031647
0.4	22636262	0.0	10714	0.394431835585
0.5	27240524	0.0	10718	0.474305837421
