length,cut-off
1,0.0163199582207
2,0.0195809667807
3,0.0234951150009
4,0.0227445352846
5,0.00960432162984
6,0.00846727751794
7,0.00600320024792
8,0.00382646375866
9,0.0037932979651
10,0.00315164228516
20,0.000738095158406
30,0.000197861599171
40,6.37211097793e-05
50,1.68033718108e-05
60,6.03726221609e-06
70,1.78433219621e-06
80,6.3476219029e-07
90,1.94118306755e-07
100,4.94502334148e-08
