"","V1","V2"
"5908","CPSF1","SF3b10"
"5909","CPSF2","FIP1L1"
"5910","CPSF2","FLJ11294"
"5911","CPSF2","LSM2"
"5912","CPSF2","PAPOLG"
"5913","CPSF2","SF3b10"
"5914","CPSF2","CPSF3"
"5915","CPSF3","FIP1L1"
"5916","CPSF3","FLJ11294"
"5917","CPSF3","LSM2"
"5918","CPSF3","PAPOLG"
"5919","CPSF3","SF3b10"
"5920","CPSF1","CPSF4"
"5921","CPSF2","CPSF4"
"5922","CPSF3","CPSF4"
"5923","CPSF4","FIP1L1"
"5924","CPSF4","FLJ11294"
"5925","CPSF4","HSPC182"
"5926","CPSF4","KIAA1012"
"5927","CPSF4","PAPOLA"
"5928","CPSF4","PAPOLG"
"5929","CPSF5","CPSF6"
"5930","CPSF5","FLJ12529"
"5931","CPSF5","KLHL8"
"5932","CPSF6","FLJ12529"
"5933","CPSF6","FLJ31235"
"5934","CPSF6","LDB3"
"5935","CPSF6","NCBP2"
"5936","CPT2","MBTPS2"
"5937","CPZ","GA17"
"5938","CR1","ATP5S"
"5939","CR1","CR2"
"5940","CR1","DAF"
"5941","CR1","FUT4"
"5942","CR1","ITGAL"
"5943","CR1","ITGAM"
"5944","CR1","ITGB2"
"5945","CR1","RBL1"
"5946","CR1","RBMS2"
"5947","CR1","VTN"
"5948","CR1L","HFL1"
"5949","CR2","ATP5S"
"5950","CR2","FCER2"
"5951","CR2","GAB1"
"5952","CR2","IFNA1"
"5953","CR2","NEDD9"
"5954","CR2","TP53"
"5955","CRABP1","CRABP2"
"5956","CRADD","LRDD"
"5957","CRAT","KIN"
"5958","CRAT","KPNA1"
"5959","CRAT","KPNA6"
"5960","CRAT","PXR1"
"5961","AIPL1","CRB1"
"5962","ATF2","CREB1"
"5963","CREB1","CREBBP"
"5964","CREB1","CREM"
"5965","CREB1","CTSG"
"5966","CREB1","DCTN2"
"5967","CREB1","DNASE1"
"5968","CREB1","EGR1"
"5969","CREB1","EP300"
"5970","CREB1","FOS"
"5971","CREB1","GATA1"
"5972","CREB1","GDNF"
"5973","CREB1","GRAP2"
"5974","CREB1","H_GS165L15.1"
"5975","CREB1","JUN"
"5976","CREB1","MAP2K4"
"5977","CREB1","MCAM"
"5978","CREB1","NF1"
"5979","CREB1","POU1F1"
"5980","CREB1","POU2F1"
"5981","CREB1","REL"
"5982","CREB1","RPS6KA1"
"5983","CREB1","SP1"
"5984","CREB1","SYT1"
"5985","CREB1","TFAP2A"
"5986","CREB1","XBP1"
"5987","CREB1","YY1"
"5988","CREBBP","CITED2"
"5989","CREBBP","CSK"
"5990","CREBBP","CSNK2A1"
"5991","CREBBP","CSNK2A2"
"5992","CREBBP","EP300"
"5993","CREBBP","EVI1"
"5994","CREBBP","FOXO1A"
"5995","CREBBP","GCN5L2"
"5996","CREBBP","GDNF"
"5997","CREBBP","H_GS165L15.1"
"5998","CREBBP","HD"
"5999","CREBBP","HNF4A"
"6000","CREBBP","HOXB7"
"6001","CREBBP","HTATIP"
"6002","CREBBP","IFNA4"
"6003","CREBBP","IRF3"
"6004","CREBBP","JUN"
"6005","CREBBP","KHDRBS1"
"6006","CREBBP","MAF"
"6007","CREBBP","MAFG"
"6008","CREBBP","MAML1"
"6009","CREBBP","MBD2"
"6010","CREBBP","MLL"
"6011","CREBBP","MLLT7"
"6012","CREBBP","MSX1"
"6013","CREBBP","MYBL2"
"6014","CREBBP","MYOD1"
"6015","CREBBP","NCOA1"
"6016","CREBBP","NCOA2"
"6017","CREBBP","NCOA3"
"6018","CREBBP","NCOA6"
"6019","CREBBP","NFE2L2"
"6020","CREBBP","NR3C1"
"6021","CREBBP","ONECUT1"
"6022","CREBBP","PCAF"
"6023","CREBBP","PML"
"6024","CREBBP","PPARA"
"6025","CREBBP","PPARG"
"6026","CREBBP","PTMA"
"6027","CREBBP","RB1"
"6028","CREBBP","RBBP4"
"6029","CREBBP","RBL1"
"6030","CREBBP","RPS6KA3"
"6031","CREBBP","SREBF2"
"6032","CREBBP","STAT1"
"6033","CREBBP","STAT6"
"6034","CREBBP","SYT1"
"6035","CREBBP","TAT"
"6036","CREBBP","TCF1"
"6037","CREBBP","TCF3"
"6038","CREBBP","TDG"
"6039","CREBBP","TITF1"
"6040","CREBBP","TP53"
"6041","CREBBP","TP73"
"6042","CREBL1","GTPBP2"
"6043","CREBL2","ASPSCR1"
"6044","CREG","DLGAP1"
"6045","CREG","DLGAP2"
"6046","CREG","KIAA0964"
"6047","ACT","CREM"
"6048","CREM","GDNF"
"6049","CREM","SRF"
"6050","AD24","CRFG"
"6051","BCAA","CRFG"
"6052","C1orf33","CRFG"
"6053","CRFG","DDX24"
"6054","CRFG","DRIM"
"6055","CRFG","FLJ10377"
"6056","CRFG","FLJ10439"
"6057","CRFG","FLJ10458"
"6058","CRFG","FLJ10498"
"6059","CRFG","FLJ10613"
"6060","CRFG","FLJ10774"
"6061","CRFG","HSPC031"
"6062","CRFG","HUMAUANTIG"
"6063","CRFG","KIAA1595"
"6064","CRFG","LOC51042"
"6065","CRFG","MGC2835"
"6066","CRFG","MKI67IP"
"6067","CRFG","NOH61"
"6068","CRFG","NOL6"
"6069","CRFG","NS"
"6070","CRFG","WDR12"
"6071","CRH","CRHR1"
"6072","CRH","CRHR2"
"6073","CRH","GAL"
"6074","CRH","IL1A"
"6075","CRH","INSR"
"6076","CRH","TRH"
"6077","CRH","VIP"
"6078","CRHR1","CRHR2"
"6079","CRIM1","MGC50452"
"6080","CRIM1","PLSCR2"
"6081","CRIM1","PLSCR3"
"6082","CRIM1","PLSCR4"
"6083","CRIM1","SCRT2"
"6084","CRIP1","HSA6591"
"6085","CRIPT","LOC91137"
"6086","CRK","CRKL"
"6087","CRK","DOCK1"
"6088","CRK","EPHA3"
"6089","CRK","FYN"
"6090","CRK","GAB1"
"6091","CRK","GRB2"
"6092","CRK","GRF2"
"6093","CRK","MAP4K1"
"6094","CRK","MAP4K5"
"6095","CRK","MAPK8"
"6096","CRK","NCK1"
"6097","CRK","PDGFRA"
"6098","CRK","PDGFRB"
"6099","CRK","PTK2B"
"6100","CRK","PXN"
"6101","CRK","RBL2"
"6102","CRK","SHB"
"6103","CRK","SHC1"
"6104","CRK","SOS1"
"6105","CRK","SYK"
"6106","CRK","TERF2IP"
"6107","CRK","WAS"
"6108","CRK","WASL"
"6109","CRK","WEE1"
"6110","CRK","XPO1"
"6111","CRK","ZAP70"
"6112","BCAR1","CRKL"
"6113","CRKL","BLNK"
"6114","CRKL","DOK1"
"6115","CRKL","EPOR"
"6116","CRKL","FCGR1A"
"6117","CRKL","GAB1"
"6118","CRKL","GAB2"
"6119","CRKL","GRB2"
"6120","CRKL","GRF2"
"6121","CRKL","IFNAR1"
"6122","CRKL","IRS4"
"6123","CRKL","KIT"
"6124","CRKL","MAP4K1"
"6125","CRKL","MAP4K5"
"6126","CRKL","PIK3R2"
"6127","CRKL","PTPN11"
"6128","CRKL","PXN"
"6129","CRKL","SHC1"
"6130","CRKL","SOS1"
"6131","CRKL","STAT5A"
"6132","CRKL","SYK"
"6133","CRKL","TERF2IP"
"6134","CRKL","TGFB1I1"
"6135","CRKL","TYK2"
"6136","CRKL","WAS"
"6137","CRKL","WASL"
"6138","CRKL","ZAP70"
"6139","CRMP1","DPYSL3"
"6140","CRMP1","DPYSL4"
"6141","CRNKL1","bA395L14.12"
"6142","CRNKL1","HCNP"
"6143","CRNKL1","KIAA1604"
"6144","CRNKL1","MGC23918"
"6145","CRNKL1","MGC26610"
"6146","CRNKL1","PRP17"
"6147","CROT","FLJ32746"
"6148","CROT","MGC10702"
"6149","CRP","FCGR1A"
"6150","CRP","FN1"
"6151","CRP","HF1"
"6152","CRPP1","FCER1A"
"6153","CRPP1","SPTA1"
"6154","CRSP2","CRSP3"
"6155","CRSP2","CRSP6"
"6156","CRSP2","CRSP7"
"6157","CRSP2","CRSP8"
"6158","CRSP2","CRSP9"
"6159","CRSP2","TRAP100"
"6160","CRSP3","CRSP6"
"6161","CRSP3","CRSP9"
"6162","CRSP3","EG1"
"6163","CRSP3","FLJ10193"
"6164","CRSP3","KIAA1037"
"6165","CRSP3","LCMR1"
"6166","CRSP3","MGC5309"
"6167","CRSP3","PUM2"
"6168","CRSP3","TRAP240"
"6169","CRSP6","CRSP7"
"6170","CRSP6","CRSP8"
"6171","CRSP6","CRSP9"
"6172","CRSP7","CRSP9"
"6173","CRSP8","CRSP9"
"6174","CRSP8","EG1"
"6175","CRSP8","FLJ10193"
"6176","CRSP8","LCMR1"
"6177","CRSP8","MGC5309"
"6178","CRSP9","EG1"
"6179","CRSP9","FLJ10193"
"6180","CRSP9","LCMR1"
"6181","CRSP9","MGC5309"
"6182","CRX","NRL"
"6183","CRX","PSMC5"
"6184","CRX","SCA7"
"6185","CRY1","CRY2"
"6186","CRYAA","CRYAB"
"6187","CRYAA","CS"
"6188","CRYAA","FLJ32389"
"6189","CRYAA","HSPB2"
"6190","CRYAA","MIP"
"6191","CRYAB","CS"
"6192","CRYAB","FLJ32389"
"6193","CRYAB","HSPB2"
"6194","CRYBA1","CSH1"
"6195","CRYBA4","CRYBB2P1"
"6196","CRYBA4","CRYBB3"
"6197","CRYBB2P1","CRYBB3"
"6198","CS","DNCL1"
"6199","CS","MDH2"
"6200","CSE1L","EIF2AK4"
"6201","CSF1","CSF1R"
"6202","CSF1","CSF2"
"6203","CSF1","FLT3"
"6204","CSF1","IL3"
"6205","CSF1","IL4"
"6206","CSF1","IL7"
"6207","CSF1","KIT"
"6208","CSF1","KITLG"
"6209","CSF1","LIF"
"6210","CSF1","MYC"
"6211","CSF1","RAF1"
"6212","CSF1","USP4"
"6213","CSF1R","CSF2"
"6214","CSF1R","FLT3"
"6215","CSF1R","FLT4"
"6216","CSF1R","FYN"
"6217","CSF1R","GRB2"
"6218","CSF1R","IL3"
"6219","CSF1R","KDR"
"6220","CSF1R","KIT"
"6221","CSF1R","LYN"
"6222","CSF1R","MYC"
"6223","CSF1R","PDGFB"
"6224","CSF1R","PDGFRA"
"6225","CSF1R","PDGFRB"
"6226","CSF1R","PDGFRL"
"6227","CSF1R","PIK3R1"
"6228","CSF1R","RPS14"
"6229","CSF1R","SOCS1"
"6230","CSF1R","SOCS3"
"6231","CSF1R","USP4"
"6232","CSF1R","YES1"
"6233","CSF2","CD163"
"6234","CSF2","CSF2RA"
"6235","CSF2","CSF2RB"
"6236","CSF2","CSF3"
"6237","CSF2","EPO"
"6238","CSF2","EPOR"
"6239","CSF2","GRAP2"
"6240","CSF2","GRB2"
"6241","CSF2","IFNG"
"6242","CSF2","IL13"
"6243","CSF2","IL1RN"
"6244","CSF2","IL2"
"6245","CSF2","IL3"
"6246","CSF2","IL4"
"6247","CSF2","IL5"
"6248","CSF2","IL6"
"6249","CSF2","IL6ST"
"6250","CSF2","ITGA4"
"6251","CSF2","ITGA5"
"6252","CSF2","ITGAX"
"6253","CSF2","JAK2"
"6254","CSF2","KIT"
"6255","CSF2","KITLG"
"6256","CSF2","KL"
"6257","CSF2","LIF"
"6258","CSF2","LTA"
"6259","CSF2","MYC"
"6260","CSF2","PF4"
"6261","CSF2","PTPRC"
"6262","CSF2","RAF1"
"6263","CSF2","SHC1"
"6264","CSF2","STAT3"
"6265","CSF2","STAT5A"
"6266","CSF2","STAT5B"
"6267","CSF2","TNFRSF1B"
"6268","CSF2","USP4"
"6269","CSF2RA","MAD2L1"
"6270","CCL15","CSF2RB"
"6271","CSF2RB","EPO"
"6272","CSF2RB","EPOR"
"6273","CSF2RB","EPX"
"6274","CSF2RB","FLT3"
"6275","CSF2RB","GNB2L1"
"6276","CSF2RB","IL3"
"6277","CSF2RB","KIT"
"6278","CSF2RB","MAD2L1"
"6279","CSF2RB","PTPN11"
"6280","CSF2RB","PTPN6"
"6281","CSF2RB","SHC1"
"6282","CSF2RB","THPO"
"6283","CSF3","CSF3R"
"6284","CSF3","EPO"
"6285","CSF3","IL10"
"6286","CSF3","IL2"
"6287","CSF3","IL3"
"6288","CSF3","IL4"
"6289","CSF3","IL6"
"6290","CSF3","IL6ST"
"6291","CSF3","IL7"
"6292","CSF3","JAK1"
"6293","CSF3","JAK2"
"6294","CSF3","LIF"
"6295","CSF3","MPO"
"6296","CSF3","STAT1"
"6297","CSF3","STAT3"
"6298","CSF3","TNF"
"6299","CSF3","TNFRSF1B"
"6300","CSF3R","GRB2"
"6301","CSF3R","HCK"
"6302","CSF3R","JAK1"
"6303","CSF3R","JAK2"
"6304","CSF3R","PTPN11"
"6305","CSF3R","SHC1"
"6306","CSF3R","STAT1"
"6307","CSF3R","STAT3"
"6308","CSF3R","STAT5A"
"6309","CSF3R","SYP"
"6310","CSH1","MYL4"
"6311","CSK","FYN"
"6312","CSK","HNRPK"
"6313","CSK","IGF1R"
"6314","CSK","INSR"
"6315","CSK","MATK"
"6316","CSK","PAG"
"6317","CSK","PTK2"
"6318","CSK","PTPN12"
"6319","CSK","PXN"
"6320","CSK","SDC3"
"6321","CSK","SHC1"
"6322","CSK","SIT"
"6323","CSK","SRC"
"6324","CSN1S1","STK4"
"6325","CSN2","CSN3"
"6326","AXIN1","CSNK1A1"
"6327","CSNK1A1","FLJ10534"
"6328","CSNK1A1","HSA275986"
"6329","CSNK1A1","RAD51"
"6330","CSNK1D","CSNK1E"
"6331","CSNK1D","FLJ10534"
"6332","CSNK1D","FLJ21347"
"6333","CSNK1D","GJA1"
"6334","CSNK1D","HSA275986"
"6335","CSNK1D","PCNA"
"6336","CSNK1D","RAD51"
"6337","CSNK1D","TP53"
"6338","AXIN1","CSNK1E"
"6339","CSNK1E","FLJ10534"
"6340","CSNK1E","FLJ21347"
"6341","CSNK1E","HSA275986"
"6342","CSNK1E","PCNA"
"6343","CSNK1E","RAD51"
"6344","CSNK1E","TP53"
"6345","CSNK1G1","SCYL1"
"6346","CSNK1G1","CSNK1G2"
"6347","CSNK1G2","CSNK1G3"
"6348","CSNK1G1","CSNK1G3"
"6349","BRF1","CSNK2A1"
"6350","CSNK2A1","C1orf28"
"6351","CSNK2A1","CSNK2B"
"6352","CSNK2A1","EIF2S2"
"6353","CSNK2A1","FBL"
"6354","CSNK2A1","FGF2"
"6355","CSNK2A1","FLJ10774"
"6356","CSNK2A1","FOS"
"6357","CSNK2A1","GDNF"
"6358","CSNK2A1","HDAC2"
"6359","CSNK2A1","HNRPA2B1"
"6360","CSNK2A1","HSPCA"
"6361","CSNK2A1","JUN"
"6362","CSNK2A1","NCL"
"6363","CSNK2A1","NOL6"
"6364","CSNK2A1","PAK1"
"6365","CSNK2A1","PD2"
"6366","CSNK2A1","PIN1"
"6367","CSNK2A1","SH2BP1"
"6368","CSNK2A1","SUPT16H"
"6369","CSNK2A2","C1orf28"
"6370","CSNK2A2","CSNK2B"
"6371","CSNK2A2","FBL"
"6372","CSNK2A2","FGF2"
"6373","CSNK2A2","FLJ10774"
"6374","CSNK2A2","FOS"
"6375","CSNK2A2","GDNF"
"6376","CSNK2A2","NOL6"
"6377","CSNK2A2","PAK1"
"6378","CSNK2A2","PD2"
"6379","CSNK2A2","PIN1"
"6380","CSNK2A2","SH2BP1"
"6381","CSNK2A2","SUPT16H"
"6382","ATF7","CSNK2B"
"6383","CSNK2B","CD163"
"6384","CSNK2B","EYA1"
"6385","CSNK2B","EYA2"
"6386","CSNK2B","EYA3"
"6387","CSNK2B","EYA4"
"6388","CSNK2B","FBL"
"6389","CSNK2B","FLJ10774"
"6390","CSNK2B","NOL6"
"6391","CSNK2B","PIN1"
"6392","CSNK2B","SUPT16H"
"6393","CSNK2B","TP53"
"6394","CSNK2B","WDR12"
"6395","CSPG3","L1CAM"
"6396","CSPG3","PTN"
"6397","CSPG3","TNC"
"6398","CSPG6","STAG1"
"6399","CSRP1","C1orf14"
"6400","CSRP1","PPT2"
"6401","CSRP1","SHCBP1"
"6402","CSRP1","ZNEU1"
"6403","CSRP2","C1orf14"
"6404","CSRP2","CSRP2P"
"6405","CSRP2","PIAS1"
"6406","CSRP2","PPT2"
"6407","CSRP2","SHCBP1"
"6408","CSRP2","ZNEU1"
"6409","CSRP3","C1orf14"
"6410","CSRP3","PPT2"
"6411","CSRP3","SHCBP1"
"6412","CSRP3","ZNEU1"
"6413","CST1","CST2"
"6414","CST1","CST3"
"6415","CST2","CST3"
"6416","CST2","CSTP1"
"6417","CST2","STAG1"
"6418","CST2","STAG2"
"6419","CST3","CSTA"
"6420","CST3","CTSB"
"6421","CST3","CTSH"
"6422","CST3","CTSL"
"6423","CST3","CTSS"
"6424","CSTA","CSTB"
"6425","CSTA","CTSB"
"6426","CSTA","CTSH"
"6427","CSTA","CTSL"
"6428","CSTB","CTSB"
"6429","CSTB","CTSD"
"6430","CSTB","CTSH"
"6431","CSTB","CTSL"
"6432","C20orf14","CSTF1"
"6433","CPSF1","CSTF1"
"6434","CPSF2","CSTF1"
"6435","CPSF3","CSTF1"
"6436","CSTF1","CSTF2"
"6437","CSTF1","CSTF3"
"6438","CSTF1","DDX38"
"6439","CSTF1","HEAB"
"6440","CSTF1","HNRPA0"
"6441","CSTF1","HNRPA1"
"6442","CSTF1","HNRPA2B1"
"6443","CSTF1","HNRPC"
"6444","CSTF1","HNRPD"
"6445","CSTF1","HNRPF"
"6446","CSTF1","HNRPH1"
"6447","CSTF1","HNRPH2"
"6448","CSTF1","HNRPK"
"6449","CSTF1","HNRPL"
"6450","CSTF1","HNRPM"
"6451","CSTF1","HNRPR"
"6452","CSTF1","HNRPU"
"6453","CSTF1","LOC284451"
"6454","CSTF1","LSM2"
"6455","CSTF1","NCBP1"
"6456","CSTF1","NCBP2"
"6457","CSTF1","NHP2L1"
"6458","CSTF1","ODF3"
"6459","CSTF1","PAPOLA"
"6460","CSTF1","PCBP1"
"6461","CSTF1","PCBP2"
"6462","CSTF1","PCF11"
"6463","CSTF1","PRP17"
"6464","CSTF1","PRPF4"
"6465","CSTF1","PTBP1"
"6466","CSTF1","RBMX"
"6467","CSTF1","SF3A1"
"6468","CSTF1","SF3A2"
"6469","CSTF1","SF3A3"
"6470","CSTF1","SF3B1"
"6471","CSTF1","SF3b10"
"6472","CSTF1","SF3B2"
"6473","CSTF1","SF3B3"
"6474","CSTF1","SF3B4"
"6475","CSTF1","SFRS1"
"6476","CSTF1","SFRS11"
"6477","CSTF1","SFRS2"
"6478","CSTF1","SFRS3"
"6479","CSTF1","SFRS4"
"6480","CSTF1","SFRS5"
"6481","CSTF1","SFRS6"
"6482","CSTF1","SFRS7"
"6483","CSTF1","SFRS9"
"6484","CSTF1","SNRP70"
"6485","CSTF1","SNRPA"
"6486","CSTF1","SNRPA1"
"6487","CSTF1","SNRPB"
"6488","CSTF1","SNRPB2"
"6489","CSTF1","SNRPD1"
"6490","CSTF1","SNRPD2"
"6491","CSTF1","SNRPD3"
"6492","CSTF1","SNRPE"
"6493","CSTF1","SNRPF"
"6494","CSTF1","SNRPG"
"6495","CSTF1","U2AF1"
"6496","CSTF1","U2AF65"
"6497","CSTF1","U5-116KD"
"6498","CSTF1","U5-200KD"
"6499","C1orf6","CSTF2"
"6500","C20orf14","CSTF2"
"6501","CPSF1","CSTF2"
"6502","CPSF2","CSTF2"
"6503","CPSF3","CSTF2"
"6504","CSTF2","CSTF3"
"6505","CSTF2","DDX1"
"6506","CSTF2","DDX38"
"6507","CSTF2","EPHX1"
"6508","CSTF2","HEAB"
"6509","CSTF2","HNRPA0"
"6510","CSTF2","HNRPA1"
"6511","CSTF2","HNRPA2B1"
"6512","CSTF2","HNRPC"
"6513","CSTF2","HNRPD"
"6514","CSTF2","HNRPF"
"6515","CSTF2","HNRPH1"
"6516","CSTF2","HNRPH2"
"6517","CSTF2","HNRPK"
"6518","CSTF2","HNRPL"
"6519","CSTF2","HNRPM"
"6520","CSTF2","HNRPR"
"6521","CSTF2","HNRPU"
"6522","CSTF2","LSM2"
"6523","CSTF2","NCBP1"
"6524","CSTF2","NCBP2"
"6525","CSTF2","NHP2L1"
"6526","CSTF2","PAPOLA"
"6527","CSTF2","PAPOLG"
"6528","CSTF2","PC4"
"6529","CSTF2","PCBP1"
"6530","CSTF2","PCBP2"
"6531","CSTF2","PCF11"
"6532","CSTF2","PRP17"
"6533","CSTF2","PRPF4"
"6534","CSTF2","PSP1"
"6535","CSTF2","PTBP1"
"6536","CSTF2","RBMX"
"6537","CSTF2","SF3A1"
"6538","CSTF2","SF3A2"
"6539","CSTF2","SF3A3"
"6540","CSTF2","SF3B1"
"6541","CSTF2","SF3b10"
"6542","CSTF2","SF3B2"
"6543","CSTF2","SF3B3"
"6544","CSTF2","SF3B4"
"6545","CSTF2","SFPQ"
"6546","CSTF2","SFRS1"
"6547","CSTF2","SFRS11"
"6548","CSTF2","SFRS2"
"6549","CSTF2","SFRS3"
"6550","CSTF2","SFRS4"
"6551","CSTF2","SFRS5"
"6552","CSTF2","SFRS6"
"6553","CSTF2","SFRS7"
"6554","CSTF2","SFRS9"
"6555","CSTF2","SNRP70"
"6556","CSTF2","SNRPA"
"6557","CSTF2","SNRPA1"
"6558","CSTF2","SNRPB"
"6559","CSTF2","SNRPB2"
"6560","CSTF2","SNRPD1"
"6561","CSTF2","SNRPD2"
"6562","CSTF2","SNRPD3"
"6563","CSTF2","SNRPE"
"6564","CSTF2","SNRPF"
"6565","CSTF2","SNRPG"
"6566","CSTF2","SPK"
"6567","CSTF2","U2AF1"
"6568","CSTF2","U2AF65"
"6569","CSTF2","U5-116KD"
"6570","CSTF2","U5-200KD"
"6571","CSTF2","UBQLN1"
"6572","C1orf6","CSTF2T"
"6573","CSTF2T","PAPOLG"
"6574","CSTF2T","PCF11"
"6575","CSTF2T","PSP1"
"6576","CSTF2T","UBQLN1"
"6577","CPSF1","CSTF3"
"6578","CPSF2","CSTF3"
"6579","CSTP1","CSTP2"
"6580","CDYL","CTBP1"
"6581","CTBP1","CENPJ"
"6582","CTBP1","CTBP2"
"6583","CTBP1","CTPS"
"6584","CTBP1","CTPS2"
"6585","CTBP1","DRAP1"
"6586","CTBP1","ELAC2"
"6587","CTBP1","ELK3"
"6588","CTBP1","EVI1"
"6589","CTBP1","HD"
"6590","CTBP1","HDAC1"
"6591","CTBP1","HDAC2"
"6592","CTBP1","HHEX"
"6593","CTBP1","HIC1"
"6594","CTBP1","LOC255877"
"6595","CTBP1","NRIP1"
"6596","CTBP1","PASK"
"6597","CTBP1","RBBP8"
"6598","CTBP1","SNAI2"
"6599","CTBP1","TGIF"
"6600","CTBP1","ZFPM2"
"6601","CTBP1","ZNFN1A1"
"6602","CTBP1","ZNFN1A3"
"6603","CTBP1","ZNFN1A4"
"6604","CBX4","CTBP2"
"6605","CTBP2","CENPJ"
"6606","CTBP2","CTPS"
"6607","CTBP2","CTPS2"
"6608","CTBP2","DRAP1"
"6609","CTBP2","ELAC2"
"6610","CTBP2","HHEX"
"6611","CTBP2","LOC255877"
"6612","CTBP2","PASK"
"6613","CTBP2","SNAI2"
"6614","CTBP2","SOX6"
"6615","CTF1","IL11"
"6616","CTF1","IL6"
"6617","CTF1","IL6ST"
"6618","CTF1","LIF"
"6619","CTF1","LIFR"
"6620","CTF1","OSM"
"6621","CTGF","CYR61"
"6622","CTGF","ERBB4"
"6623","CTGF","NUP50"
"6624","CTGF","VEGF"
"6625","CTLA4","FYN"
"6626","CTLA4","ICOS"
"6627","CTLA4","IFNG"
"6628","CTLA4","IL10"
"6629","CTLA4","IL2"
"6630","CTLA4","IL4"
"6631","CTLA4","JAK2"
"6632","CTLA4","LCK"
"6633","CTLA4","LYN"
"6634","CTLA4","PIK3R1"
"6635","CTLA4","PPP2R5A"
"6636","CTLA4","PTPN11"
"6637","CTLA4","ZAP70"
"6638","CTNNA1","CTNNB1"
"6639","CTNNA1","JUP"
"6640","CTNNA1","VCL"
"6641","AXIN1","CTNNB1"
"6642","CTNNB1","AXIN2"
"6643","CTNNB1","BTRC"
"6644","CTNNB1","CTNNAL1"
"6645","CTNNB1","CTNNBIP1"
"6646","CTNNB1","CTNND2"
"6647","CTNNB1","DKK1"
"6648","CTNNB1","DLG1"
"6649","CTNNB1","DLG5"
"6650","CTNNB1","DSC3"
"6651","CTNNB1","DVL1L1"
"6652","CTNNB1","EGF"
"6653","CTNNB1","EGFR"
"6654","CTNNB1","ERBB2"
"6655","CTNNB1","FRAT1"
"6656","CTNNB1","FSCN2"
"6657","CTNNB1","FZD2"
"6658","CTNNB1","FZD7"
"6659","CTNNB1","GNA13"
"6660","CTNNB1","GRIK2"
"6661","CTNNB1","GSK3B"
"6662","CTNNB1","IKBKB"
"6663","CTNNB1","ILK"
"6664","CTNNB1","IQGAP1"
"6665","CTNNB1","KLF4"
"6666","CTNNB1","LEF1"
"6667","CTNNB1","MADH3"
"6668","CTNNB1","MADH4"
"6669","CTNNB1","MUC1"
"6670","CTNNB1","MYC"
"6671","CTNNB1","NR5A1"
"6672","CTNNB1","PIK3R1"
"6673","CTNNB1","PIN1"
"6674","CTNNB1","PKD1"
"6675","CTNNB1","PKP1"
"6676","CTNNB1","PKP2"
"6677","CTNNB1","PSEN1"
"6678","CTNNB1","PTGS2"
"6679","CTNNB1","PTPN1"
"6680","CTNNB1","PTPN14"
"6681","CTNNB1","PTPRF"
"6682","CTNNB1","PTPRJ"
"6683","CTNNB1","PTPRK"
"6684","CTNNB1","PTPRU"
"6685","CTNNB1","PTPRZ1"
"6686","CTNNB1","PYGO1"
"6687","CTNNB1","SDCBP"
"6688","CTNNB1","SMARCA4"
"6689","CTNNB1","TBL1X"
"6690","CTNNB1","TCF-3"
"6691","CTNNB1","TCF1"
"6692","CTNNB1","TCF4"
"6693","CTNNB1","TCF7L2"
"6694","CTNNB1","TGFBR1"
"6695","CTNNB1","TIP-1"
"6696","CTNNB1","TJP1"
"6697","CTNNB1","VIL2"
"6698","CTNND1","GRIK2"
"6699","CTNND1","PTPN6"
"6700","CTNND1","PTPRM"
"6701","CTNND2","PKP4"
"6702","CTNND2","PSEN1"
"6703","CTNS","CARKL"
"6704","CTPS","CTPS2"
"6705","CTPS","PPP1R8"
"6706","CTPS","TIM50L"
"6707","CTPS2","TIM50L"
"6708","CTRB1","SERPINF2"
"6709","CTRL","PSMB3"
"6710","CTRL","PSMB4"
"6711","CTS1","MDM2"
"6712","CTSB","GA17"
"6713","CTSB","GTPBP2"
"6714","CTSB","HPRT1"
"6715","CTSB","IL4I1"
"6716","CTSB","MMP9"
"6717","CTSB","PSMC3"
"6718","CTSB","PSMD4"
"6719","CTSB","S100A10"
"6720","CTSB","SERPINB13"
"6721","CTSD","ACPT"
"6722","CTSD","CTSE"
"6723","CTSD","SP1"
"6724","CTSG","F2RL2"
"6725","CTSG","ITGA2B"
"6726","CTSG","KNG"
"6727","CTSG","LRP1"
"6728","CTSG","PRTN3"
"6729","CTSG","SDC1"
"6730","CTSG","SERPINA1"
"6731","CTSG","THBS1"
"6732","CTSK","SERPINB13"
"6733","CTSK","SERPINB3"
"6734","CTSL","COL18A1"
"6735","CTSL","CST7"
"6736","CTSL","HMGCR"
"6737","CTSL","PIST"
"6738","CTSL","PSMD1"
"6739","CTSL","RXRA"
"6740","CTSL","SERPINB3"
"6741","CTSL2","PIST"
"6742","CTSL2","PSMD1"
"6743","CTSS","KNG"
"6744","CTSS","PLCG1"
"6745","CTSS","SERPINB3"
"6746","CTSS","SERPINB4"
"6747","CUGBP1","FLJ30829"
"6748","CUGBP1","RNPC1"
"6749","CUGBP2","BRUNOL4"
"6750","CUGBP2","FLJ30829"
"6751","CUGBP2","RNPC1"
"6752","CUL1","BTRC"
"6753","CUL1","FBXO18"
"6754","CUL1","FBXW7"
"6755","CUL1","MURR1"
"6756","CUL1","RBX1"
"6757","CUL1","RNF7"
"6758","CUL1","CUL2"
"6759","CUL4A","CUL3"
"6760","CUL4B","CUL3"
