"","V1","V2"
"918","SMAD4","STK11IP"
"919","SMAD4","TFDP1"
"920","SMAD4","TGFBRAP1"
"921","SMAD6","STRAP"
"922","SMAD7","SMURF1"
"923","SMAD7","SMURF2"
"924","SMAD7","STAMBPL1"
"925","SMAD7","STRAP"
"926","SMAD7","TGFBR2"
"927","SMURF1","TGFBR2"
"928","SMURF1","XPO1"
"929","SOCS1","VAV2"
"930","SRC","STAT1"
"931","SRC","STAT3"
"932","SRC","STAT5A"
"933","CHUK","SRC"
"934","NFKBIA","SRC"
"935","PLSCR1","SRC"
"936","PTK2","SRC"
"937","STAT1","STAT3"
"938","STAT1","STAT5A"
"939","STAT1","STAT5B"
"940","STAT1","TNFRSF1A"
"941","STAT1","TNFRSF1B"
"942","STAT1","TRADD"
"943","STAT3","STAT5B"
"944","STAT5A","STAT5B"
"945","Stk11","STK11IP"
"946","STK36","SUFU"
"947","STRAP","TGFBR2"
"948","TAB1","TAB2"
"949","TAB1","TRAF2"
"950","TAB2","TAB3"
"951","TAB2","TRAF2"
"952","TAB2","TRAF6"
"953","TAB3","TRAF2"
"954","TAB3","TRAF6"
"955","TANK","TBK1"
"956","TANK","TRAF2"
"957","TANK","TRAF3"
"958","TBK1","TRAF2"
"959","NFKBIA","TBK1"
"960","RELA","TBK1"
"961","TGFB1","Tgfbr3"
"962","TGFB1","TGFBR2"
"963","TGFB3","TGFBR2"
"964","TGFB3","TGFBR3"
"965","TGFBR2","Tgfbr3"
"966","TGFBR2","TGFBR3"
"967","TGFBR2","TGFBRAP1"
"968","TGFBR2","ZFYVE9"
"969","TIFA","TRAF2"
"970","Tnfaip3","Tnip2"
"971","TNFAIP3","TRAF1"
"972","TNFAIP3","TRAF2"
"973","TNFAIP3","ZFAND5"
"974","RIPK1","TNFAIP3"
"975","TNF","TNFRSF1A"
"976","TNF","TNFRSF1B"
"977","TNFRSF11A","TRAF2"
"978","TNFRSF1A","TRADD"
"979","TNFRSF1A","TRAF2"
"980","TNFRSF1A","UBE2I"
"981","TNFRSF1B","TRAF1"
"982","TNFRSF1B","TRAF2"
"983","TNK2","MCF2"
"984","TRADD","TRAF2"
"985","TRADD","TRAF1"
"986","TRAF1","TRAF2"
"987","TRAF6","ZFAND5"
"988","UBE2D1","UBE2D2"
"989","UBE2D1","UBE2D3"
"990","SKIL","UBE2D1"
"991","UBE2D2","UBE2D3"
"992","NFKBIA","UBE2D2"
"993","SKIL","UBE2D2"
"994","SMAD2","UBE2D2"
"995","NFKB1","UBE2D3"
"996","NFKBIA","UBE2D3"
"997","SKIL","UBE2D3"
"998","SMAD2","UBE2D3"
"999","UBE2E1","UBE2L3"
"1000","SMAD4","UBE2E1"
"1001","SMAD4","UBE2L3"
