334	334
950	169
950	850
545	545
774	774
774	890
760	938
760	694
532	378
532	532
532	963
532	599
532	376
532	340
532	871
532	100
532	560
532	312
532	694
584	584
584	431
3	3
525	525
892	207
172	193
843	80
457	457
457	951
457	394
457	719
457	449
457	718
457	261
457	539
457	890
457	310
457	419
101	101
101	560
101	694
294	294
860	860
411	411
411	164
411	123
411	889
765	532
795	795
672	410
677	656
677	123
677	762
677	465
797	797
617	617
617	904
617	519
144	949
144	539
799	80
799	694
500	485
52	19
52	575
52	560
52	746
52	130
52	63
293	293
293	286
293	274
293	149
293	276
293	519
293	523
293	513
293	745
804	804
804	445
767	107
767	175
939	939
529	17
529	560
529	437
529	681
864	395
772	772
772	214
772	900
772	614
581	655
557	557
557	143
557	312
577	577
577	312
764	764
25	255
25	638
25	310
25	419
461	461
567	567
567	428
567	688
567	317
702	702
702	600
702	80
702	4
702	71
702	75
702	561
600	25
600	667
214	214
214	528
214	485
214	709
214	561
214	921
105	519
239	239
239	363
239	142
239	108
363	363
363	142
363	937
363	70
363	26
142	142
142	315
142	539
142	395
142	475
282	743
282	376
282	537
282	431
282	265
452	715
744	820
744	75
744	384
80	498
80	52
80	80
80	569
80	796
80	108
80	252
80	419
80	32
209	282
209	209
209	153
209	431
376	232
376	209
376	376
376	277
376	715
376	441
376	431
376	344
574	378
574	172
574	209
574	574
574	934
574	277
574	111
574	320
574	691
574	431
574	100
574	395
574	849
598	239
598	116
598	539
598	395
598	362
582	582
446	446
4	4
4	634
4	197
4	979
4	314
4	155
4	464
876	296
876	227
876	975
876	186
876	261
416	416
416	372
876	205
403	528
689	483
249	249
971	973
439	439
926	209
531	334
531	311
405	237
537	537
680	539
125	715
855	855
855	973
951	101
951	376
951	951
951	162
951	893
951	119
168	168
168	801
168	431
793	793
793	193
793	384
793	807
45	45
255	255
234	467
234	757
115	557
2	456
781	214
781	781
781	19
433	433
433	111
934	4
934	934
934	894
487	61
487	487
634	634
428	428
428	528
731	731
731	111
731	898
139	849
286	286
354	149
404	404
127	584
127	428
127	127
127	466
127	595
127	69
127	849
193	193
193	178
79	79
308	308
589	589
589	304
304	304
304	162
91	589
987	959
987	545
987	963
987	843
987	232
987	322
987	680
987	193
987	424
987	248
987	187
631	714
528	528
200	200
456	934
456	456
456	276
456	343
456	344
456	70
456	842
456	187
624	456
624	624
624	519
624	395
591	591
591	979
137	378
137	137
137	871
137	406
137	746
924	924
924	431
924	437
924	681
924	694
99	99
99	587
593	593
153	384
153	360
87	87
87	155
87	713
251	251
198	198
583	583
583	108
98	98
98	560
98	440
98	124
29	730
29	937
782	144
782	574
650	650
485	19
485	355
182	182
182	19
182	560
311	22
311	99
311	311
311	19
340	340
340	146
73	843
73	322
73	574
73	193
73	426
73	431
73	682
19	545
19	600
19	214
19	428
19	19
19	218
19	923
19	560
19	432
19	124
19	803
19	312
19	353
19	63
19	913
19	319
330	330
230	405
233	540
233	233
233	13
466	466
466	547
466	100
466	360
466	187
550	550
399	399
399	648
399	970
399	571
458	79
458	485
241	241
307	584
201	201
749	268
749	234
648	648
218	532
218	218
688	428
688	688
575	311
575	746
575	130
976	976
973	843
973	674
973	322
973	461
973	574
973	127
973	193
973	137
973	29
973	466
973	973
973	149
973	715
973	985
973	287
973	431
973	69
973	553
973	344
973	204
973	475
973	336
973	85
973	682
973	145
961	961
961	941
640	640
197	197
206	647
111	532
111	322
111	528
111	19
111	111
111	949
111	216
111	849
111	514
949	949
949	547
547	111
547	547
254	456
178	583
178	178
350	350
636	312
11	11
673	317
34	34
34	745
709	532
709	197
709	709
709	750
709	186
709	879
709	514
601	574
601	652
601	431
601	175
601	745
601	395
301	144
390	390
587	311
587	547
587	709
587	587
587	81
587	21
587	728
966	80
966	128
222	799
107	234
107	476
107	608
107	107
107	653
482	560
55	428
389	389
389	792
792	792
610	745
269	269
789	475
221	221
221	837
221	622
837	575
750	257
750	173
884	551
884	519
884	692
884	297
652	652
652	526
652	419
652	187
652	899
257	460
257	746
394	551
375	108
375	539
325	207
325	325
325	360
904	904
820	144
820	888
820	820
820	132
81	561
46	560
149	324
149	672
149	214
149	456
149	218
149	111
149	149
149	103
149	355
149	84
149	807
149	265
714	456
714	714
714	71
714	337
719	719
719	887
527	142
527	100
527	539
527	312
443	443
443	175
443	745
443	964
596	582
715	715
715	386
715	691
488	488
641	649
641	615
641	641
71	71
16	16
174	174
104	104
893	824
893	949
893	652
893	284
893	431
893	614
893	827
893	112
628	628
628	645
40	40
402	108
351	745
13	13
877	583
877	877
519	456
519	519
519	639
519	745
519	395
519	187
519	265
75	218
75	197
75	206
49	49
49	263
49	417
49	754
75	75
75	337
75	566
75	417
75	543
346	127
346	382
346	715
346	911
346	186
346	337
346	204
346	728
346	475
898	33
871	528
871	137
871	587
871	871
871	130
871	645
871	310
97	433
97	87
97	251
97	111
97	888
97	97
97	123
97	143
97	496
97	745
97	395
97	742
97	849
120	975
120	261
120	745
68	737
887	887
160	160
160	187
352	513
863	863
219	127
622	528
39	39
975	390
975	975
975	261
261	206
261	261
295	295
320	574
320	715
320	691
691	691
559	528
72	322
72	45
72	723
72	344
72	145
156	949
156	156
156	703
156	319
703	949
703	149
703	703
703	319
133	146
942	799
942	975
942	942
942	754
431	843
431	527
431	431
431	240
431	681
431	539
431	96
298	270
424	424
900	384
900	922
900	920
356	356
453	453
280	175
280	621
225	334
225	225
100	718
560	600
560	80
560	781
560	193
560	528
560	137
560	19
560	7
560	893
560	560
560	130
560	561
560	566
560	102
560	694
333	528
333	937
54	814
54	54
54	310
513	574
513	934
513	589
513	714
513	615
513	519
513	513
513	681
513	890
513	745
513	807
396	339
720	720
447	447
740	115
740	390
958	958
177	108
535	638
