"","V1","V2"
"5756","SYN1","SYN2"
"5757","MMP1","BSG"
"5758","SYN1","BIN1"
"5759","PRKACA","SYN1"
"5760","SYN1","CAMK2G"
"5761","SYN1","SYN3"
"5762","SYN1","CAMK1"
"5763","SYN1","PAK2"
"5764","SYN1","NOS1AP"
"5765","SYP","SIAH1"
"5766","SIAH2","SYP"
"5767","SYP","AP1G1"
"5768","PPIA","BSG"
"5769","TBP","TAF1"
"5770","TAF1","SUB1"
"5771","TAF1","GTF2A1"
"5772","TAF1","UBTF"
"5773","TAF1","HIST3H3"
"5774","TAF1","TAF2"
"5775","TAF1","TAF7"
"5776","TAF1","TAF15"
"5777","TAF1","EDF1"
"5778","TAF1","TAF4"
"5779","SLC16A1","BSG"
"5780","TAF1","TAF6"
"5781","TAF1","TAF5"
"5782","TAF1","TAF10"
"5783","TAF1","TAF11"
"5784","TAF1","TAF12"
"5785","TAF1","TAF9"
"5786","TAF1","ASF1A"
"5787","TAF1","ASF1B"
"5788","TAF1","TAF8"
"5789","SLC16A3","BSG"
"5790","CREBBP","AR"
"5791","AR","AES"
"5792","AR","NCOR1"
"5793","SMAD4","AR"
"5794","AR","CAV1"
"5795","AR","TMF1"
"5796","AR","RAN"
"5797","HDAC1","AR"
"5798","AR","TSG101"
"5799","GNAI3","CD48"
"5800","AR","NR2C2"
"5801","AR","BAG1"
"5802","AR","NR2C1"
"5803","AR","SUMO1"
"5804","AR","NCOA3"
"5805","AR","NCOA4"
"5806","AR","RAC3"
"5807","AR","DAP3"
"5808","AR","PA2G4"
"5809","LCK","CD48"
"5810","AR","FOXA1"
"5811","AR","TGFB1I1"
"5812","FHL2","AR"
"5813","AR","NCOA1"
"5814","AR","RNF4"
"5815","SMAD3","AR"
"5816","AR","TRIM24"
"5817","AR","RANBP9"
"5818","CD2","CD48"
"5819","AR","SVIL"
"5820","AR","MED1"
"5821","AR","HIPK3"
"5822","AR","NR0B2"
"5823","AR","MYBBP1A"
"5824","AR","CDC37"
"5825","AR","RNF14"
"5826","AR","PAK6"
"5827","CD244","CD48"
"5828","AR","PIAS4"
"5829","AR","PIAS2"
"5830","AR","MYST2"
"5831","AR","RCHY1"
"5832","AR","NR0B1"
"5833","AR","SRY"
"5834","AR","PNRC1"
"5835","AR","ETV5"
"5836","AR","UBE2I"
"5837","AR","NCOA2"
"5838","ACTN1","CDK5R1"
"5839","MS4A1","CD40"
"5840","AR","NSD1"
"5841","AR","RAD54L2"
"5842","AR","PELP1"
"5843","AR","PRPF6"
"5844","AR","NISCH"
"5845","AR","SART3"
"5846","AR","ZMIZ1"
"5847","AR","EFCAB6"
"5848","AR","CDK9"
"5849","XRCC6","CD40"
"5850","AR","PIAS1"
"5851","AR","PNRC2"
"5852","E2F3","TFE3"
"5853","TFEB","TFE3"
"5854","SMAD4","TFE3"
"5855","SMAD3","TFE3"
"5856","TFEC","TFE3"
"5857","HSPH1","UBA1"
"5858","CD40LG","CD40"
"5859","TRA2B","RBMY1A1"
"5860","SFRS3","RBMY1A1"
"5861","SFRS9","RBMY1A1"
"5862","KHDRBS3","RBMY1A1"
"5863","TLE1","UTY"
"5864","TLE2","UTY"
"5865","UBE3A","BPY2"
"5866","MAP1S","BPY2"
"5867","EIF5","EIF1AY"
"5868","TRAF1","CD40"
"5869","COX5A","MT-COI"
"5870","CCNG1","MT-CO2"
"5871","PRKACA","CACNB2"
"5872","REM1","CACNB2"
"5873","EFNA4","EPHA5"
"5874","EFNA3","EPHA5"
"5875","EFNA5","EPHA5"
"5876","TRAF2","CD40"
"5877","EFNA2","EPHA5"
"5878","PRKACA","CIITA"
"5879","CIITA","RFX5"
"5880","XPO1","CIITA"
"5881","NCOA1","CIITA"
"5882","CIITA","RFXANK"
"5883","KAT2B","CIITA"
"5884","TAF6","CIITA"
"5885","RFX1","RFX3"
"5886","RFX1","NFIB"
"5887","TRAF3","CD40"
"5888","RFX1","NFIC"
"5889","SORBS1","INSM1"
"5890","EPHB4","EFNB2"
"5891","GRIN1","EPHB4"
"5892","TRAF6","CD40"
"5893","YY1","E2F2"
"5894","YY1","E2F3"
"5895","GTF2I","YY1"
"5896","EP300","YY1"
"5897","YY1","SAP30"
"5898","HDAC2","YY1"
"5899","HDAC3","YY1"
"5900","ZRANB2","YY1"
"5901","YY1","EED"
"5902","YY1","YAF2"
"5903","TRAF5","CD40"
"5904","YY1","RYBP"
"5905","YY1","ATF6"
"5906","SMARCA2","SS18"
"5907","SMARCA2","ACTL6A"
"5908","SMARCA2","ARID1B"
"5909","SMARCA2","ACTL6B"
"5910","OPRM1","PLD2"
"5911","SMC3","MXI1"
"5912","MXD1","SAP30"
"5913","HDAC2","MXD1"
"5914","RIPK2","CD40"
"5915","SMC3","MXD1"
"5916","MXD1","PRAM1"
"5917","SIN3A","MXD1"
"5918","MXD1","SIN3B"
"5919","CBX3","LBR"
"5920","CBX5","LBR"
"5921","YWHAG","LBR"
"5922","AKAP8L","LBR"
"5923","LBR","FNBP4"
"5924","TTRAP","CD40"
"5925","SRPK1","LBR"
"5926","KLC1","MAPK8IP1"
"5927","KLC1","MAPK8IP3"
"5928","KLC1","KIF5C"
"5929","SNTB1","SCN5A"
"5930","DTNA","SNTB1"
"5931","SNTB1","DGKZ"
"5932","SNTB1","MAPK12"
"5933","SNTB1","SCN4A"
"5934","ACHE","LGTN"
"5935","ACTN1","CDK5R2"
"5936","TRAF3IP2","CD40"
"5937","SNTB1","KCNJ12"
"5938","SNTB2","ABCA1"
"5939","SNTB2","SCN5A"
"5940","ERBB4","SNTB2"
"5941","DTNA","SNTB2"
"5942","SNTB2","DGKZ"
"5943","SNTB2","PTPRN"
"5944","SNTB2","SCN4A"
"5945","SNTB2","KCNJ12"
"5946","XRCC5","CD40"
"5947","MAST2","SNTB2"
"5948","SNTB2","MAST1"
"5949","NCOA2","DLX5"
"5950","DLX5","SPEN"
"5951","PTK2B","MATK"
"5952","MATK","PXN"
"5953","BCL2L1","BAK1"
"5954","BCL2L1","TMBIM6"
"5955","NSMAF","CD40"
"5956","BCL2L1","PSEN2"
"5957","IRS2","BCL2L1"
"5958","BCL2L1","RTN1"
"5959","BCL2L1","BAG1"
"5960","CASP8","BCL2L1"
"5961","BCL2L1","APAF1"
"5962","CASP9","BCL2L1"
"5963","BAD","BCL2L1"
"5964","BCL2L1","BNIP1"
"5965","BCL2L1","BNIP3"
"5966","FYN","BCL3"
"5967","BCL2L1","BIK"
"5968","BCL2L1","HRK"
"5969","BCL2L1","CFLAR"
"5970","BCL2L1","BCL2L11"
"5971","BCL2L1","BECN1"
"5972","BCL2L1","VDAC1"
"5973","BCL2L1","FKBP8"
"5974","BCL2L1","AVEN"
"5975","BCL2L1","BCL2L14"
"5976","BCL2L1","IKZF3"
"5977","NFKB1","BCL3"
"5978","BCL2L1","ANTXR1"
"5979","BCL2L1","BCL2L10"
"5980","RTN4","BCL2L1"
"5981","BCL2L1","BNIP3L"
"5982","BCL2L1","SPNS1"
"5983","BCL2L1","PMAIP1"
"5984","PPP1CA","BCL2L1"
"5985","SIVA1","BCL2L1"
"5986","BCLAF1","BCL2L1"
"5987","BCL2L1","MOAP1"
"5988","NFKB2","BCL3"
"5989","BAK1","BAX"
"5990","BCL2A1","BAX"
"5991","SFN","BAX"
"5992","VDAC1","BAX"
"5993","-","BAX"
"5994","BCL2L10","BAX"
"5995","MCL1","BAX"
"5996","PMAIP1","BAX"
"5997","SH3GLB1","BAX"
"5998","FOS","BCL3"
"5999","MOAP1","BAX"
"6000","CD47","P2RY2"
"6001","APOA1","ABCA1"
"6002","PRKACA","ABCA1"
"6003","FADD","ABCA1"
"6004","MAP3K11","MAP3K12"
"6005","MAP3K11","CHUK"
"6006","MAP3K11","MAP4K1"
"6007","RAC1","MAP3K11"
"6008","JUN","BCL3"
"6009","MAP3K11","MAP2K7"
"6010","MAP4K2","MAP3K11"
"6011","IKBKB","MAP3K11"
"6012","MAP3K11","KIF3A"
"6013","MAP3K11","MAPK8IP3"
"6014","MAP3K11","SH3RF1"
"6015","CCR5","TXK"
"6016","LCP2","TXK"
"6017","SH2D2A","TXK"
"6018","RXRA","BCL3"
"6019","YTHDC1","TXK"
"6020","SYK","ITGB2"
"6021","PTK2","ITGB2"
"6022","PTK2B","ITGB2"
"6023","ITGB2","ESM1"
"6024","ITGB2","ICAM5"
"6025","ITGB2","ILK"
"6026","FHL2","ITGB2"
"6027","DOK1","ITGB2"
"6028","RAB9A","BCL3"
"6029","DAB1","ITGB2"
"6030","ITGB2","VNN2"
"6031","ITGB2","NUMB"
"6032","ITGB2","RANBP9"
"6033","ITGB2","PRKCH"
"6034","ITGB2","COPS3"
"6035","CD82","ITGB2"
"6036","CD226","ITGB2"
"6037","ITGB2","ITGAD"
"6038","MYOT","ACTN1"
"6039","TBP","BCL3"
"6040","LRP2","DLG1"
"6041","DAB2","LRP2"
"6042","MAGI1","LRP2"
"6043","LRP2","APBB1"
"6044","LRP2","APBA2"
"6045","DLG4","LRP2"
"6046","LRP2","CUBN"
"6047","DAB1","LRP2"
"6048","LRP2","DLG2"
"6049","LRP2","MAPK8IP1"
"6050","CREBBP","BCL3"
"6051","LDLRAP1","LRP2"
"6052","LRP2","PIP5K1C"
"6053","LRP2","ITGB1BP1"
"6054","LRP2","RBP1"
"6055","LRP2","ANKS1B"
"6056","LRP2","MAPK8IP2"
"6057","LRP2","LRP2BP"
"6058","LRP2","NOS1AP"
"6059","LRP2","ANKRA2"
"6060","GTF2A1","BCL3"
"6061","LRP2","SYNJ2BP"
"6062","TBP","AHR"
"6063","TBP","SUB1"
"6064","TBP","GTF2A2"
"6065","TBP","GTF2A1"
"6066","TBP","UBTF"
"6067","TBP","NACA"
"6068","SHC1","BCL3"
"6069","TBP","DR1"
"6070","TBP","NCOA3"
"6071","TBP","DRAP1"
"6072","TBP","NCOA1"
"6073","TBP","SNAPC4"
"6074","TBP","IKZF1"
"6075","TBP","DHX9"
"6076","TBP","TRIP4"
"6077","TBP","BRF1"
"6078","TBP","TAF1A"
"6079","NR4A1","ATXN1"
"6080","TBP","TAF1B"
"6081","TBP","TAF1C"
"6082","TBP","SNAPC2"
"6083","TBP","BTAF1"
"6084","TBP","SPIB"
"6085","TBP","BRF2"
"6086","TBP","PAX6"
"6087","TBP","KDM5A"
"6088","TBP","GTF2B"
"6089","BARD1","BCL3"
"6090","TBP","FOXF2"
"6091","TBP","EDF1"
"6092","TBP","TAF1L"
"6093","TBP","CREG1"
"6094","TBP","TAF13"
"6095","TBP","TAF5"
"6096","TBP","GTF3C3"
"6097","TBP","TAF10"
"6098","TBP","TAF11"
"6099","TBP","TRAM2"
"6100","NCOA1","BCL3"
"6101","TBP","ABT1"
"6102","SHC1","PTPN12"
"6103","PTK2","PTPN12"
"6104","PTK2B","PTPN12"
"6105","PRKACA","PTPN12"
"6106","TGFB1I1","PTPN12"
"6107","PXN","PTPN12"
"6108","BCAR1","PTPN12"
"6109","COPS5","BCL3"
"6110","PSTPIP1","PTPN12"
"6111","PTPN12","EFS"
"6112","NEDD9","PTPN12"
"6113","SYK","SHC1"
"6114","SYK","PTK2"
"6115","SYK","SLA"
"6116","SYK","PTK2B"
"6117","SYK","HCLS1"
"6118","GTF2B","BCL3"
"6119","SYK","STAT5A"
"6120","SYK","LCP2"
"6121","SYK","MAP4K1"
"6122","SYK","CRKL"
"6123","SYK","SH3BP2"
"6124","SYK","LAT"
"6125","SYK","TRAF6"
"6126","SYK","PXN"
"6127","SYK","TUBA1A"
"6128","SYK","HNRNPU"
"6129","N4BP2","BCL3"
"6130","SYK","TYROBP"
"6131","SYK","BLNK"
"6132","SYK","SIT1"
"6133","SYK","PAG1"
"6134","SYK","GAB2"
"6135","SYK","CD3E"
"6136","SYK","SH2B2"
"6137","SYK","NFAM1"
"6138","SYK","DBNL"
"6139","TFIP11","TUFT1"
"6140","ACTN1","GIPC1"
"6141","APOA1","SCARB1"
"6142","GPLD1","APOA1"
"6143","APOA1","APOL1"
"6144","APOA1","LCAT"
"6145","APOA1","APOA1BP"
"6146","RRAS2","RAPGEF1"
"6147","RALGDS","RRAS2"
"6148","RRAS2","TRAF3"
"6149","RRAS2","RABAC1"
"6150","RRAS2","RIN1"
"6151","JUN","BCL6"
"6152","RASSF5","RRAS2"
"6153","RRAS2","RAPGEF3"
"6154","RRAS2","RAPGEF4"
"6155","RRAS2","RASGRF1"
"6156","RRAS2","ARHGEF2"
"6157","RASIP1","RRAS2"
"6158","SYT4","TFAP2B"
"6159","SYT4","SYNCRIP"
"6160","SYT4","STX2"
"6161","BCL6","JUNB"
"6162","NRXN1","SYT4"
"6163","SYT4","STX3"
"6164","WNK1","SYT2"
"6165","SYNCRIP","SYT2"
"6166","KLHL3","SYT2"
"6167","STON2","SYT2"
"6168","NRXN1","SYT2"
"6169","YWHAZ","INPP5A"
"6170","BCAN","MMP13"
"6171","BCL6","JUND"
"6172","MMP14","MMP13"
"6173","MMP13","ADAMTS5"
"6174","SGK1","SLC1A3"
"6175","DYNLL1","DYNC1H1"
"6176","SGCB","SGCA"
"6177","HNRNPA2B1","HNRNPL"
"6178","HNRNPA2B1","TTF2"
"6179","HNRNPA2B1","SFRS12"
"6180","SP1","BCL6"
"6181","PRKACA","PDE4B"
"6182","PRKACA","PDE4D"
"6183","AKAP6","PDE4D"
"6184","PDE4D","PDE4DIP"
"6185","KPNA2","APOBEC1"
"6186","CUGBP2","APOBEC1"
"6187","BAG4","APOBEC1"
"6188","DNAJB11","APOBEC1"
"6189","A1CF","APOBEC1"
"6190","NCOR2","BCL6"
"6191","MAP2K4","MAP3K10"
"6192","MAP3K10","KIFAP3"
"6193","DLG4","MAP3K10"
"6194","MAP3K10","KIF3B"
"6195","MAP3K10","DNM1L"
"6196","MAP3K10","KIF3A"
"6197","MAP3K10","RACGAP1"
"6198","MAP3K10","YWHAE"
"6199","MAP3K10","SH3RF1"
"6200","NCOR1","BCL6"
"6201","CREBBP","HNF4A"
"6202","CREBBP","SREBF2"
"6203","CREBBP","NFATC2"
"6204","NFE2L2","CREBBP"
"6205","CREBBP","STAT1"
"6206","CREBBP","STAT2"
"6207","CREBBP","KPNA2"
"6208","BCL6","IRF4"
"6209","CREBBP","NUP98"
"6210","CREBBP","MYBL2"
"6211","CREBBP","TDG"
"6212","CREBBP","STAT6"
"6213","CREBBP","ALX1"
"6214","CREBBP","PROX1"
"6215","CREBBP","RPS6KA1"
"6216","CREBBP","NEUROG1"
"6217","CREBBP","NCOA3"
"6218","CREBBP","TP73"
"6219","HDAC4","BCL6"
"6220","CREBBP","MAFG"
"6221","CREBBP","KLF4"
"6222","CREBBP","KAT2A"
"6223","CREBBP","KHDRBS1"
"6224","CREBBP","NCOA1"
"6225","CREBBP","EP300"
"6226","CREBBP","PHOX2A"
"6227","CREBBP","KLF5"
"6228","CREBBP","RBBP4"
"6229","CREBBP","CITED2"
"6230","BCL6","HDAC9"
"6231","CREBBP","HIF1A"
"6232","CREBBP","MBD2"
"6233","CREBBP","IRF3"
"6234","CREBBP","ONECUT1"
"6235","CREBBP","TRIP4"
"6236","CREBBP","NCOA6"
"6237","CREBBP","KLF13"
"6238","MAML1","CREBBP"
"6239","CREBBP","HIPK2"
"6240","CREBBP","WT1"
"6241","MYOZ2","ACTN1"
"6242","BCL6","BCOR"
"6243","CREBBP","AIRE"
"6244","CREBBP","KAT2B"
"6245","CREBBP","SNIP1"
"6246","CREBBP","CAMK4"
"6247","CREBBP","THRA"
"6248","CREBBP","TGS1"
"6249","CREBBP","PCMT1"
"6250","CREBBP","POLR2A"
"6251","CREBBP","NFE2"
"6252","CREBBP","NFATC4"
"6253","BCL6","HDAC7"
"6254","CREBBP","NPAS2"
"6255","CREBBP","CARM1"
"6256","CREBBP","SS18L1"
"6257","CREBBP","PELP1"
"6258","CREBBP","N4BP2"
"6259","CREBBP","TRERF1"
"6260","JDP2","CREBBP"
"6261","CREBBP","NLK"
"6262","BCL6","HDAC5"
"6263","CREBBP","SRCAP"
"6264","CASP3","HSPE1"
"6265","PRKACA","ITPR2"
"6266","TRPC4","ITPR2"
"6267","TRPC1","ITPR2"
"6268","MEOX1","PAX3"
"6269","WDR44","SEC13"
"6270","SEC31A","SEC13"
"6271","SIN3A","BCL6"
"6272","PIGO","PIGF"
"6273","PIGH","PIGQ"
"6274","ARF6","AP1B1"
"6275","AP1B1","BUB1B"
"6276","AP1B1","AP1G1"
"6277","AP1M2","AP1B1"
"6278","AP1B1","KIF13A"
"6279","BCL6","ZBTB7A"
"6280","CDKN2A","CCNG1"
"6281","CDKN2A","CDC6"
"6282","CDKN2A","MCM5"
"6283","CDKN2A","CDC5L"
"6284","CDKN2A","E4F1"
"6285","CDKN2A","PPP1R9B"
"6286","CDK6","CDKN2A"
"6287","CDKN2A","CDKN2C"
"6288","ORC4L","CDKN2A"
"6289","CDKN2A","CDC45L"
"6290","ZBTB16","BCL6"
"6291","CDKN2A","CDC7"
"6292","CDKN2A","ALS2CR8"
"6293","MCM10","CDKN2A"
"6294","CDKN2A","SERTAD1"
"6295","CDKN2A","CDKN2AIP"
"6296","CDKN2A","ZNF410"
"6297","SCN5A","SNTA1"
"6298","SNTG2","SCN5A"
"6299","BCL6","BCL6B"
"6300","MST1R","SHC1"
"6301","MST1R","HYAL2"
"6302","SHB","JAK3"
"6303","IRS2","JAK3"
"6304","PTK2B","JAK3"
"6305","STAT5A","JAK3"
"6306","STAM","JAK3"
"6307","KHDRBS1","JAK3"
"6308","DLG4","ADRB1"
"6309","SOCS1","JAK3"
"6310","PRMT5","JAK3"
"6311","JAK3","STAM2"
"6312","PTPN2","JAK3"
"6313","JAK3","TIAF1"
"6314","JAK3","SH2B2"
"6315","PITPNA","PIK3C3"
"6316","PITPNA","PI4KA"
"6317","DLG1","MAP1A"
"6318","ADRB1","GIPC1"
"6319","MAP1A","MAP1LC3A"
"6320","DLG4","MAP1A"
"6321","AP1G1","MAP1A"
"6322","DLG2","MAP1A"
"6323","DISC1","MAP1A"
"6324","UPF2","MAP1A"
"6325","GUCY2D","GUCA2B"
"6326","GUCA1B","GUCY2D"
"6327","GUCY2D","RGS9"
"6328","DUSP3","MAP2K2"
"6329","ADRB1","DLGAP2"
"6330","MAPK3","DUSP3"
"6331","BRCA2","SHFM1"
"6332","STAT5A","BRCA2"
"6333","PLK1","BRCA2"
"6334","BRCA2","BUB1B"
"6335","SMAD3","BRCA2"
"6336","BRCA2","HMG20B"
"6337","KAT2B","BRCA2"
"6338","BRCA2","C11orf30"
"6339","BRCA2","BCCIP"
"6340","MYOZ1","ACTN1"
"6341","ADRB1","MAGI2"
"6342","EIF5A","DHPS"
"6343","XPO1","EIF5A"
"6344","EIF5A","RPL5"
"6345","XRN2","EIF5A"
"6346","EIF5A","XPO4"
"6347","AES","PRDM1"
"6348","AES","SIX3"
"6349","AES","PTRH2"
"6350","ADRBK1","BDKRB2"
"6351","TLE1","RUNX3"
"6352","TLE1","FOXA2"
"6353","TLE1","IL6ST"
"6354","TLE1","TLE2"
"6355","TLE1","PRDM1"
"6356","TLE1","SIX3"
"6357","TLE1","HES6"
"6358","SS18","H3F3A"
"6359","SS18","MLLT10"
"6360","EP300","SS18"
"6361","ADRBK1","CAPN2"
"6362","SMARCA4","SS18"
"6363","EVPL","KRT2"
"6364","NFE2L2","MAFK"
"6365","MAFK","BACH1"
"6366","MAFK","MARS"
"6367","MAFK","NFE2"
"6368","MAFK","NFE2L3"
"6369","MAFK","BACH2"
"6370","ADRBK1","FSHR"
"6371","MC2R","ASIP"
"6372","MC5R","ASIP"
"6373","SHB","EPS8"
"6374","SHC1","EPS8"
"6375","DVL1","EPS8"
"6376","ABI1","EPS8"
"6377","EPS8","BAIAP2"
"6378","USP6NL","EPS8"
"6379","ADRBK1","FPR1"
"6380","HDAC1","RUNX3"
"6381","EP300","RUNX3"
"6382","SMAD3","RUNX3"
"6383","HDAC2","RUNX3"
"6384","HDAC4","RUNX3"
"6385","SMURF2","RUNX3"
"6386","RUNX3","SMURF1"
"6387","HDAC5","RUNX3"
"6388","ADRBK1","MC4R"
"6389","SMAD2","RUNX2"
"6390","SMAD3","RUNX2"
"6391","HDAC4","RUNX2"
"6392","RUNX2","MYST4"
"6393","HDAC3","RUNX2"
"6394","RUNX2","YAP1"
"6395","ADRBK1","SNCA"
"6396","AGER","S100P"
"6397","AGER","S100A12"
"6398","YWHAG","MFAP1"
"6399","SHC1","PLCG2"
"6400","LCP2","PLCG2"
"6401","SH3BP2","PLCG2"
"6402","LAT","PLCG2"
"6403","KHDRBS1","PLCG2"
"6404","ADRBK1","OPRD1"
"6405","PLCG2","GAB1"
"6406","CBLB","PLCG2"
"6407","BLNK","PLCG2"
"6408","PRKD1","PLCG2"
"6409","GAB2","PLCG2"
"6410","PLCG2","LAT2"
"6411","TEK","TIE1"
"6412","GRB7","TEK"
"6413","TEK","GRB14"
"6414","ADRBK1","PDC"
"6415","TEK","ANGPT1"
"6416","TEK","ANGPT2"
"6417","SOCS1","TEK"
"6418","TEK","ANGPT4"
"6419","TEK","ANGPTL1"
"6420","TEK","DOK2"
"6421","TEK","TNIP2"
"6422","GCHFR","GCH1"
"6423","RPH3A","GCH1"
"6424","SCNN1A","SCNN1B"
"6425","PRKCA","ADRBK1"
"6426","SCNN1A","SCNN1G"
"6427","SCNN1A","NEDD4"
"6428","WWP2","SCNN1A"
"6429","SCNN1A","NEDD4L"
"6430","UBE2I","SCNN1A"
"6431","CAMK2G","PLCB3"
"6432","RGS12","PLCB3"
"6433","FOXE1","PLCB3"
"6434","SLC9A3R2","PLCB3"
"6435","PDLIM5","ACTN1"
"6436","PRKCB","ADRBK1"
"6437","PRKG1","PLCB3"
"6438","PRKG2","PLCB3"
"6439","CAMK2B","PLCB3"
"6440","TRPC3","PLCB3"
"6441","TRAK2","GABRB2"
"6442","GABARAP","GABRG3"
"6443","ANK3","SCN1B"
"6444","NFASC","SCN1B"
"6445","TOP3B","CENPF"
"6446","PRKCD","ADRBK1"
"6447","BRAP","CENPF"
"6448","HIRA","H3F3B"
"6449","HIRA","UPF1"
"6450","HIRA","HIST2H2BE"
"6451","HIRA","HIRIP3"
"6452","HIRA","NFU1"
"6453","CALML5","TGM3"
"6454","CCR7","CCR10"
"6455","CCL19","CCR10"
"6456","CCL25","CCR10"
"6457","PRKCG","ADRBK1"
"6458","CCL27","CCR10"
"6459","CXCL13","CCR10"
"6460","CCL28","CCR10"
"6461","CCR7","CCL19"
"6462","CCR7","CCL21"
"6463","MCL1","DAD1"
"6464","CD274","PDCD1"
"6465","SRF","ELK4"
"6466","ADRBK1","RCVRN"
"6467","MAPK14","ELK3"
"6468","MAPK8","ELK3"
"6469","CTBP1","ELK3"
"6470","MAPK9","ELK3"
"6471","PIAS1","ELK3"
"6472","XCR1","XCL1"
"6473","NCOR2","AHR"
"6474","DAP3","AHR"
"6475","ADRBK1","RHO"
"6476","NRIP1","AHR"
"6477","CCNT1","AHR"
"6478","AHR","ARNTL"
"6479","XPO1","AHR"
"6480","NCOA1","AHR"
"6481","NEDD8","AHR"
"6482","SMARCA4","AHR"
"6483","PTGES3","AHR"
"6484","AHR","TAF7"
"6485","AIP","AHR"
"6486","ADRBK1","RPLP2"
"6487","CAV1","PTGS2"
"6488","PTGS2","NUCB1"
"6489","PTGS2","BAT5"
"6490","GRK5","AVPR1B"
"6491","PTPN13","CRIP2"
"6492","PTPN13","PKN2"
"6493","TRIP6","PTPN13"
"6494","PTPN13","ARHGAP29"
"6495","GNAQ","ADRBK1"
"6496","RAPGEF6","PTPN13"
"6497","PTPN13","BRD7"
"6498","PCOLCE","COL2A1"
"6499","PCOLCE","COL3A1"
"6500","DSC3","PKP4"
"6501","DSC3","PKP3"
"6502","COIL","SMN1"
"6503","ATXN1","COIL"
"6504","CAV1","ADRBK1"
"6505","COIL","NOLC1"
"6506","JAG1","NOTCH2"
"6507","JAG2","NOTCH2"
"6508","LFNG","NOTCH2"
"6509","MFNG","NOTCH2"
"6510","DTX1","NOTCH2"
"6511","GSK3B","NOTCH2"
"6512","MAML1","NOTCH2"
"6513","DLL1","NOTCH2"
"6514","CNTN1","NOTCH2"
"6515","PIK3CG","ADRBK1"
"6516","JAG1","NOTCH3"
"6517","JAG2","NOTCH3"
"6518","SNW1","NOTCH3"
"6519","MAML1","NOTCH3"
"6520","DLL1","NOTCH3"
"6521","KAT2B","NOTCH3"
"6522","ID3","TCF4"
"6523","ID3","GTF2A1L"
"6524","ID3","ID4"
"6525","PRKACA","ADRBK1"
"6526","PRKACA","RAP1GAP"
"6527","ZBTB12","RAP1GAP"
"6528","PEX19","ABCD2"
"6529","PEX19","PMP22"
"6530","PEX19","PEX12"
"6531","PEX19","PEX13"
"6532","PEX19","PEX14"
"6533","PEX10","PEX19"
"6534","PEX19","PEX3"
"6535","SMARCE1","RCOR1"
"6536","MAPK3","ADRBK1"
"6537","PEX19","PEX16"
"6538","PEX19","PEX11A"
"6539","PEX19","PEX11B"
"6540","PEX19","SLC25A17"
"6541","PEX19","PXMP4"
"6542","NDN","NUBP1"
"6543","HNF4A","SREBF2"
"6544","PRKAA2","HNF4A"
"6545","HNF4A","SUB1"
"6546","ADRBK1","NCS1"
"6547","SMAD4","HNF4A"
"6548","SMAD2","HNF4A"
"6549","HNF4A","NR2C2"
"6550","SMAD3","HNF4A"
"6551","TRIM24","HNF4A"
"6552","MED1","HNF4A"
"6553","HNF4A","ZNHIT3"
"6554","NCOA2","HNF4A"
"6555","HNF4A","PPARGC1B"
"6556","ADRBK1","PDCL"
"6557","NRBF2","HNF4A"
"6558","MECR","HNF4A"
"6559","DLG4","GRIK5"
"6560","GRID2","GRIK5"
"6561","HNRNPU","ELL"
"6562","POLR2A","ELL"
"6563","ELL","EAF2"
"6564","ELL","EAF1"
"6565","ELL","SNF8"
"6566","ADRBK1","AKAP12"
"6567","PPP2CA","ETF1"
"6568","IARS","GARS"
"6569","NCOA1","FOXA2"
"6570","ONECUT1","FOXA2"
"6571","FOXA2","OTX2"
"6572","FOXA2","EN2"
"6573","FOXA2","GSC"
"6574","ADRBK1","CCR4"
"6575","MAPK14","STAT4"
"6576","MAPK14","MEF2A"
"6577","MAPK14","MEF2C"
"6578","MAPK14","DUSP1"
"6579","MAPK14","MAP2K6"
"6580","MAPK14","MAP2K4"
"6581","MAPK14","GMFB"
"6582","MAPK3","MAPK14"
"6583","MAPK14","MAPKAPK3"
"6584","GIT1","ADRBK1"
"6585","MAPK14","MAP2K3"
"6586","MAPK14","MAP3K7IP1"
"6587","MAPK14","DUSP4"
"6588","SMAD7","MAPK14"
"6589","MAPK14","DUSP2"
"6590","MAPK14","SMAD3"
"6591","MAPK14","AIMP1"
"6592","MAPK14","RPS6KA4"
"6593","MAPK14","PPARGC1A"
"6594","ADRBK1","PDE6G"
"6595","MAPK14","DYRK1B"
"6596","MAPK14","MKNK2"
"6597","MAPK14","HTRA2"
"6598","MAPK14","EEF2K"
"6599","MAPK14","NFATC4"
"6600","MAPK14","MAPKAPK5"
"6601","MAPK14","MKNK1"
"6602","MAPK14","DUSP16"
"6603","MAPK14","STK39"
"6604","MAPK14","SPAG9"
"6605","ADRBK1","GIT2"
"6606","MAPK14","DUSP10"
"6607","MAPK14","DUSP22"
"6608","MAPK14","MAFA"
"6609","MAPK14","JDP2"
"6610","CAMK2G","ADCY3"
"6611","STOML3","ADCY3"
"6612","EP300","CDX2"
"6613","PAX6","CDX2"
"6614","-","HNRNPF"
"6615","ISL1","LMX1A"
"6616","BMPR2","LMX1A"
"6617","LDB1","LMX1A"
"6618","HAP1","PCM1"
"6619","PCNT","PCM1"
"6620","BBS4","PCM1"
"6621","TTC8","PCM1"
"6622","JUB","SLC1A2"
"6623","SHC1","RAPGEF1"
"6624","ADRBK2","BDKRB2"
