"","V1","V2"
"1","BCKDHA","BCKDHB"
"2","BMP2","BMPR2"
"3","BMP2","ZFYVE16"
"4","BMPR2","ZFYVE16"
"5","EXT1","EXT2"
"6","NME1","NME2"
"7","NRAS","MAP2K1"
"8","SKI","SMAD4"
"9","SLC3A2","SLC7A5"
"10","SLC3A2","SLC7A6"
"11","SLC3A2","SLC7A8"
"12","SMAD4","UBE2D3"
