"","V1","V2","NA"
"","HAUS2","OFD1","IN_SAME_COMPONENT"
"","HAUS2","PAFAH1B1","IN_SAME_COMPONENT"
"","HAUS2","PCM1","IN_SAME_COMPONENT"
"","HAUS2","PCNT","IN_SAME_COMPONENT"
"","HAUS2","PLK1","IN_SAME_COMPONENT"
"","HAUS2","PLK4","IN_SAME_COMPONENT"
"","HAUS2","PPP2R1A","IN_SAME_COMPONENT"
"","HAUS2","PRKACA","IN_SAME_COMPONENT"
"","HAUS2","PRKAR2B","IN_SAME_COMPONENT"
"","HAUS2","SDCCAG8","IN_SAME_COMPONENT"
"","HAUS2","SFI1","IN_SAME_COMPONENT"
"","HAUS2","SSNA1","IN_SAME_COMPONENT"
"","HAUS2","TSGA14","IN_SAME_COMPONENT"
"","HAUS2","TUBA1A","IN_SAME_COMPONENT"
"","HAUS2","TUBA4A","IN_SAME_COMPONENT"
"","HAUS2","TUBB","IN_SAME_COMPONENT"
"","HAUS2","TUBB2C","IN_SAME_COMPONENT"
"","HAUS2","TUBB4","IN_SAME_COMPONENT"
"","HAUS2","TUBG1","IN_SAME_COMPONENT"
"","HAUS2","TUBG2","IN_SAME_COMPONENT"
"","HAUS2","TUBGCP2","IN_SAME_COMPONENT"
"","HAUS2","TUBGCP3","IN_SAME_COMPONENT"
"","HAUS2","TUBGCP4","IN_SAME_COMPONENT"
"","HAUS2","TUBGCP5","IN_SAME_COMPONENT"
"","HAUS2","TUBGCP6","IN_SAME_COMPONENT"
"","HAUS2","YWHAE","IN_SAME_COMPONENT"
"","HAUS2","YWHAG","IN_SAME_COMPONENT"
"","HAUS2","HAUS2","REACTS_WITH"
"","HBB","HBD","REACTS_WITH"
"","HBB","HBE1","REACTS_WITH"
"","HBB","HBG1","REACTS_WITH"
"","HBD","HBE1","REACTS_WITH"
"","HBD","HBG1","REACTS_WITH"
"","HBE1","HBG1","REACTS_WITH"
"","HCRT","HCRTR1","IN_SAME_COMPONENT"
"","HCRT","HCRTR2","IN_SAME_COMPONENT"
"","HCRTR1","HCRTR1","REACTS_WITH"
"","HCRTR2","HCRTR2","REACTS_WITH"
"","HCRT","HCRT","REACTS_WITH"
"","HCST","KLRK1","IN_SAME_COMPONENT"
"","HCST","HCST","REACTS_WITH"
"","HDAC1","HDAC2","IN_SAME_COMPONENT"
"","HDAC1","HMG20B","IN_SAME_COMPONENT"
"","HDAC1","KDM1A","IN_SAME_COMPONENT"
"","HDAC1","PHF21A","IN_SAME_COMPONENT"
"","HDAC1","RBL1","IN_SAME_COMPONENT"
"","HDAC1","RBL2","IN_SAME_COMPONENT"
"","HDAC1","RCOR1","IN_SAME_COMPONENT"
"","HDAC1","CDK1","METABOLIC_CATALYSIS"
"","HDAC1","E2F1","METABOLIC_CATALYSIS"
"","HDAC1","MYBL2","METABOLIC_CATALYSIS"
"","HDAC1","HDAC1","REACTS_WITH"
"","HDAC2","HMG20B","IN_SAME_COMPONENT"
"","HDAC2","KDM1A","IN_SAME_COMPONENT"
"","HDAC2","PHF21A","IN_SAME_COMPONENT"
"","HDAC2","RCOR1","IN_SAME_COMPONENT"
"","HDAC2","HDAC2","REACTS_WITH"
"","HDAC3","NCOR1","IN_SAME_COMPONENT"
"","HDAC3","NCOR2","IN_SAME_COMPONENT"
"","HDAC3","NR1D1","IN_SAME_COMPONENT"
"","HDAC3","RXRA","IN_SAME_COMPONENT"
"","HDAC3","ARNTL","METABOLIC_CATALYSIS"
"","HDAC3","HDAC3","REACTS_WITH"
"","HDAC3","MED1","REACTS_WITH"
"","HDAC3","MED10","REACTS_WITH"
"","HDAC3","MED11","REACTS_WITH"
"","HDAC3","MED12","REACTS_WITH"
"","HDAC3","MED13","REACTS_WITH"
"","HDAC3","MED13L","REACTS_WITH"
"","HDAC3","MED14","REACTS_WITH"
"","HDAC3","MED15","REACTS_WITH"
"","HDAC3","MED16","REACTS_WITH"
"","HDAC3","MED17","REACTS_WITH"
"","HDAC3","MED18","REACTS_WITH"
"","HDAC3","MED19","REACTS_WITH"
"","HDAC3","MED20","REACTS_WITH"
"","HDAC3","MED21","REACTS_WITH"
"","HDAC3","MED22","REACTS_WITH"
"","HDAC3","MED23","REACTS_WITH"
"","HDAC3","MED24","REACTS_WITH"
"","HDAC3","MED25","REACTS_WITH"
"","HDAC3","MED26","REACTS_WITH"
"","HDAC3","MED27","REACTS_WITH"
"","HDAC3","MED29","REACTS_WITH"
"","HDAC3","MED30","REACTS_WITH"
"","HDAC3","MED31","REACTS_WITH"
"","HDAC3","MED4","REACTS_WITH"
"","HDAC3","MED6","REACTS_WITH"
"","HDAC3","MED7","REACTS_WITH"
"","HDAC3","MED8","REACTS_WITH"
"","HDAC3","MED9","REACTS_WITH"
"","HDAC3","NCOA1","REACTS_WITH"
"","HDAC3","NCOA2","REACTS_WITH"
"","HDAC3","NCOA3","REACTS_WITH"
"","HDAC3","PPARGC1A","REACTS_WITH"
"","HDAC3","PRIC285","REACTS_WITH"
"","HDAC3","SLC2A4","STATE_CHANGE"
"","HEPH","SLC40A1","IN_SAME_COMPONENT"
"","HERC5","ISG15","IN_SAME_COMPONENT"
"","HERC5","HERC5","REACTS_WITH"
"","HES1","NEUROG3","METABOLIC_CATALYSIS"
"","HGS","SH3GL2","IN_SAME_COMPONENT"
"","HGS","SH3KBP1","IN_SAME_COMPONENT"
"","HGS","HGS","REACTS_WITH"
"","HGS","VPS28","REACTS_WITH"
"","HGS","VPS37A","REACTS_WITH"
"","HGS","VPS37B","REACTS_WITH"
"","HGS","VPS37C","REACTS_WITH"
"","HGS","VPS37D","REACTS_WITH"
"","HIST3H3","POT1","IN_SAME_COMPONENT"
"","HIST3H3","RAD21","IN_SAME_COMPONENT"
"","HIST3H3","RAD51","IN_SAME_COMPONENT"
"","HIST3H3","REC8","IN_SAME_COMPONENT"
"","HIST3H3","RPA1","IN_SAME_COMPONENT"
"","HIST3H3","RPA2","IN_SAME_COMPONENT"
"","HIST3H3","RPA3","IN_SAME_COMPONENT"
"","HIST3H3","SMC1A","IN_SAME_COMPONENT"
"","HIST3H3","SMC1B","IN_SAME_COMPONENT"
"","HIST3H3","SMC3","IN_SAME_COMPONENT"
"","HIST3H3","STAG1","IN_SAME_COMPONENT"
"","HIST3H3","STAG2","IN_SAME_COMPONENT"
"","HIST3H3","STAG3","IN_SAME_COMPONENT"
"","HIST3H3","SYCP2","IN_SAME_COMPONENT"
"","HIST3H3","SYCP3","IN_SAME_COMPONENT"
"","HIST3H3","TERF1","IN_SAME_COMPONENT"
"","HIST3H3","TERF2","IN_SAME_COMPONENT"
"","HIST3H3","TERF2IP","IN_SAME_COMPONENT"
"","HIST3H3","TINF2","IN_SAME_COMPONENT"
"","HIST3H3","HIST3H3","REACTS_WITH"
"","HIST3H3","MSH4","REACTS_WITH"
"","HIST3H3","MSH5","REACTS_WITH"
"","HIST3H3","TOP3A","REACTS_WITH"
"","HJURP","ITGB3BP","IN_SAME_COMPONENT"
"","HJURP","MIS18A","IN_SAME_COMPONENT"
"","HJURP","MIS18BP1","IN_SAME_COMPONENT"
"","HJURP","MLF1IP","IN_SAME_COMPONENT"
"","HJURP","OIP5","IN_SAME_COMPONENT"
"","HJURP","RBBP4","IN_SAME_COMPONENT"
"","HJURP","RBBP7","IN_SAME_COMPONENT"
"","HJURP","RUVBL1","IN_SAME_COMPONENT"
"","HJURP","HJURP","REACTS_WITH"
"","HJURP","RSF1","REACTS_WITH"
"","HJURP","SMARCA5","REACTS_WITH"
"","HLA-A","KIR3DL2","IN_SAME_COMPONENT"
"","HLA-A","PACS1","IN_SAME_COMPONENT"
"","HLA-A","HLA-A","REACTS_WITH"
"","HLA-B","KIR3DL1","IN_SAME_COMPONENT"
"","HLA-B","HLA-B","REACTS_WITH"
"","HLA-C","KIR2DL1","IN_SAME_COMPONENT"
"","HLA-C","KIR2DS1","IN_SAME_COMPONENT"
"","HLA-C","KIR2DS2","IN_SAME_COMPONENT"
"","HLA-C","TYROBP","IN_SAME_COMPONENT"
"","HLA-C","HLA-C","REACTS_WITH"
"","HLA-E","HLA-E","REACTS_WITH"
"","HLA-G","KIR2DL4","IN_SAME_COMPONENT"
"","HLA-G","HLA-G","REACTS_WITH"
"","HMG20B","KDM1A","IN_SAME_COMPONENT"
"","HMG20B","PHF21A","IN_SAME_COMPONENT"
"","HMG20B","RCOR1","IN_SAME_COMPONENT"
"","HMG20B","HMG20B","REACTS_WITH"
"","HNRNPA0","HNRNPA1","IN_SAME_COMPONENT"
"","HNRNPA0","HNRNPA2B1","IN_SAME_COMPONENT"
"","HNRNPA0","HNRNPA3","IN_SAME_COMPONENT"
"","HNRNPA0","HNRNPC","IN_SAME_COMPONENT"
"","HNRNPA0","HNRNPD","IN_SAME_COMPONENT"
"","HNRNPA0","HNRNPF","IN_SAME_COMPONENT"
"","HNRNPA0","HNRNPH1","IN_SAME_COMPONENT"
"","HNRNPA0","HNRNPH2","IN_SAME_COMPONENT"
"","HNRNPA0","HNRNPL","IN_SAME_COMPONENT"
"","HNRNPA0","HNRNPM","IN_SAME_COMPONENT"
"","HNRNPA0","HNRNPR","IN_SAME_COMPONENT"
"","HNRNPA0","HNRNPU","IN_SAME_COMPONENT"
"","HNRNPA0","HNRNPUL1","IN_SAME_COMPONENT"
"","HNRNPA0","LSM2","IN_SAME_COMPONENT"
"","HNRNPA0","MAGOH","IN_SAME_COMPONENT"
"","HNRNPA0","NCBP1","IN_SAME_COMPONENT"
"","HNRNPA0","NCBP2","IN_SAME_COMPONENT"
"","HNRNPA0","NHP2L1","IN_SAME_COMPONENT"
"","HNRNPA0","NUDT21","IN_SAME_COMPONENT"
"","HNRNPA0","PABPN1","IN_SAME_COMPONENT"
"","HNRNPA0","PAPOLA","IN_SAME_COMPONENT"
"","HNRNPA0","PCBP1","IN_SAME_COMPONENT"
"","HNRNPA0","PCBP2","IN_SAME_COMPONENT"
"","HNRNPA0","PCF11","IN_SAME_COMPONENT"
"","HNRNPA0","PHF5A","IN_SAME_COMPONENT"
"","HNRNPA0","POLR2A","IN_SAME_COMPONENT"
"","HNRNPA0","POLR2B","IN_SAME_COMPONENT"
"","HNRNPA0","POLR2C","IN_SAME_COMPONENT"
"","HNRNPA0","POLR2D","IN_SAME_COMPONENT"
"","HNRNPA0","POLR2E","IN_SAME_COMPONENT"
"","HNRNPA0","POLR2H","IN_SAME_COMPONENT"
"","HNRNPA0","POLR2I","IN_SAME_COMPONENT"
"","HNRNPA0","POLR2J","IN_SAME_COMPONENT"
"","HNRNPA0","POLR2K","IN_SAME_COMPONENT"
"","HNRNPA0","PRPF4","IN_SAME_COMPONENT"
"","HNRNPA0","PRPF6","IN_SAME_COMPONENT"
"","HNRNPA0","PRPF8","IN_SAME_COMPONENT"
"","HNRNPA0","PTBP1","IN_SAME_COMPONENT"
"","HNRNPA0","RBM5","IN_SAME_COMPONENT"
"","HNRNPA0","RBM8A","IN_SAME_COMPONENT"
"","HNRNPA0","RBMX","IN_SAME_COMPONENT"
"","HNRNPA0","RNPS1","IN_SAME_COMPONENT"
"","HNRNPA0","SF3A1","IN_SAME_COMPONENT"
"","HNRNPA0","SF3A2","IN_SAME_COMPONENT"
"","HNRNPA0","SF3A3","IN_SAME_COMPONENT"
"","HNRNPA0","SF3B1","IN_SAME_COMPONENT"
"","HNRNPA0","SF3B14","IN_SAME_COMPONENT"
"","HNRNPA0","SF3B2","IN_SAME_COMPONENT"
"","HNRNPA0","SF3B3","IN_SAME_COMPONENT"
"","HNRNPA0","SF3B4","IN_SAME_COMPONENT"
"","HNRNPA0","SF3B5","IN_SAME_COMPONENT"
"","HNRNPA0","SMC1A","IN_SAME_COMPONENT"
"","HNRNPA0","SNRNP200","IN_SAME_COMPONENT"
"","HNRNPA0","SNRNP40","IN_SAME_COMPONENT"
"","HNRNPA0","SNRNP70","IN_SAME_COMPONENT"
"","HNRNPA0","SNRPA","IN_SAME_COMPONENT"
"","HNRNPA0","SNRPA1","IN_SAME_COMPONENT"
"","HNRNPA0","SNRPB","IN_SAME_COMPONENT"
"","HNRNPA0","SNRPB2","IN_SAME_COMPONENT"
"","HNRNPA0","SRRM1","IN_SAME_COMPONENT"
"","HNRNPA0","SRSF1","IN_SAME_COMPONENT"
"","HNRNPA0","SRSF11","IN_SAME_COMPONENT"
"","HNRNPA0","SRSF2","IN_SAME_COMPONENT"
"","HNRNPA0","SRSF4","IN_SAME_COMPONENT"
"","HNRNPA0","SRSF5","IN_SAME_COMPONENT"
"","HNRNPA0","SRSF6","IN_SAME_COMPONENT"
"","HNRNPA0","SRSF7","IN_SAME_COMPONENT"
"","HNRNPA0","SRSF9","IN_SAME_COMPONENT"
"","HNRNPA0","SUGP1","IN_SAME_COMPONENT"
"","HNRNPA0","THOC4","IN_SAME_COMPONENT"
"","HNRNPA0","TXNL4A","IN_SAME_COMPONENT"
"","HNRNPA0","U2AF1","IN_SAME_COMPONENT"
"","HNRNPA0","U2AF2","IN_SAME_COMPONENT"
"","HNRNPA0","UPF3B","IN_SAME_COMPONENT"
"","HNRNPA0","YBX1","IN_SAME_COMPONENT"
"","HNRNPA0","HNRNPA0","REACTS_WITH"
"","HNRNPA1","HNRNPA2B1","IN_SAME_COMPONENT"
"","HNRNPA1","HNRNPA3","IN_SAME_COMPONENT"
"","HNRNPA1","HNRNPC","IN_SAME_COMPONENT"
"","HNRNPA1","HNRNPD","IN_SAME_COMPONENT"
"","HNRNPA1","HNRNPF","IN_SAME_COMPONENT"
"","HNRNPA1","HNRNPH1","IN_SAME_COMPONENT"
"","HNRNPA1","HNRNPH2","IN_SAME_COMPONENT"
"","HNRNPA1","HNRNPL","IN_SAME_COMPONENT"
"","HNRNPA1","HNRNPM","IN_SAME_COMPONENT"
"","HNRNPA1","HNRNPR","IN_SAME_COMPONENT"
"","HNRNPA1","HNRNPU","IN_SAME_COMPONENT"
"","HNRNPA1","HNRNPUL1","IN_SAME_COMPONENT"
"","HNRNPA1","LSM2","IN_SAME_COMPONENT"
"","HNRNPA1","MAGOH","IN_SAME_COMPONENT"
"","HNRNPA1","NCBP1","IN_SAME_COMPONENT"
"","HNRNPA1","NCBP2","IN_SAME_COMPONENT"
"","HNRNPA1","NHP2L1","IN_SAME_COMPONENT"
"","HNRNPA1","NUDT21","IN_SAME_COMPONENT"
"","HNRNPA1","PABPN1","IN_SAME_COMPONENT"
"","HNRNPA1","PAPOLA","IN_SAME_COMPONENT"
"","HNRNPA1","PCBP1","IN_SAME_COMPONENT"
"","HNRNPA1","PCBP2","IN_SAME_COMPONENT"
"","HNRNPA1","PCF11","IN_SAME_COMPONENT"
"","HNRNPA1","PHF5A","IN_SAME_COMPONENT"
"","HNRNPA1","POLR2A","IN_SAME_COMPONENT"
"","HNRNPA1","POLR2B","IN_SAME_COMPONENT"
"","HNRNPA1","POLR2C","IN_SAME_COMPONENT"
"","HNRNPA1","POLR2D","IN_SAME_COMPONENT"
"","HNRNPA1","POLR2E","IN_SAME_COMPONENT"
"","HNRNPA1","POLR2H","IN_SAME_COMPONENT"
"","HNRNPA1","POLR2I","IN_SAME_COMPONENT"
"","HNRNPA1","POLR2J","IN_SAME_COMPONENT"
"","HNRNPA1","POLR2K","IN_SAME_COMPONENT"
"","HNRNPA1","PRPF4","IN_SAME_COMPONENT"
"","HNRNPA1","PRPF6","IN_SAME_COMPONENT"
"","HNRNPA1","PRPF8","IN_SAME_COMPONENT"
"","HNRNPA1","PTBP1","IN_SAME_COMPONENT"
"","HNRNPA1","RBM5","IN_SAME_COMPONENT"
"","HNRNPA1","RBM8A","IN_SAME_COMPONENT"
"","HNRNPA1","RBMX","IN_SAME_COMPONENT"
"","HNRNPA1","RNPS1","IN_SAME_COMPONENT"
"","HNRNPA1","SF3A1","IN_SAME_COMPONENT"
"","HNRNPA1","SF3A2","IN_SAME_COMPONENT"
"","HNRNPA1","SF3A3","IN_SAME_COMPONENT"
"","HNRNPA1","SF3B1","IN_SAME_COMPONENT"
"","HNRNPA1","SF3B14","IN_SAME_COMPONENT"
"","HNRNPA1","SF3B2","IN_SAME_COMPONENT"
"","HNRNPA1","SF3B3","IN_SAME_COMPONENT"
"","HNRNPA1","SF3B4","IN_SAME_COMPONENT"
"","HNRNPA1","SF3B5","IN_SAME_COMPONENT"
"","HNRNPA1","SMC1A","IN_SAME_COMPONENT"
"","HNRNPA1","SNRNP200","IN_SAME_COMPONENT"
"","HNRNPA1","SNRNP40","IN_SAME_COMPONENT"
"","HNRNPA1","SNRNP70","IN_SAME_COMPONENT"
"","HNRNPA1","SNRPA","IN_SAME_COMPONENT"
"","HNRNPA1","SNRPA1","IN_SAME_COMPONENT"
"","HNRNPA1","SNRPB","IN_SAME_COMPONENT"
"","HNRNPA1","SNRPB2","IN_SAME_COMPONENT"
"","HNRNPA1","SRRM1","IN_SAME_COMPONENT"
"","HNRNPA1","SRSF1","IN_SAME_COMPONENT"
"","HNRNPA1","SRSF11","IN_SAME_COMPONENT"
"","HNRNPA1","SRSF2","IN_SAME_COMPONENT"
"","HNRNPA1","SRSF4","IN_SAME_COMPONENT"
"","HNRNPA1","SRSF5","IN_SAME_COMPONENT"
"","HNRNPA1","SRSF6","IN_SAME_COMPONENT"
"","HNRNPA1","SRSF7","IN_SAME_COMPONENT"
"","HNRNPA1","SRSF9","IN_SAME_COMPONENT"
"","HNRNPA1","SUGP1","IN_SAME_COMPONENT"
"","HNRNPA1","THOC4","IN_SAME_COMPONENT"
"","HNRNPA1","TXNL4A","IN_SAME_COMPONENT"
"","HNRNPA1","U2AF1","IN_SAME_COMPONENT"
"","HNRNPA1","U2AF2","IN_SAME_COMPONENT"
"","HNRNPA1","UPF3B","IN_SAME_COMPONENT"
"","HNRNPA1","YBX1","IN_SAME_COMPONENT"
"","HNRNPA1","HNRNPA1","REACTS_WITH"
"","HNRNPA2B1","HNRNPA3","IN_SAME_COMPONENT"
"","HNRNPA2B1","HNRNPC","IN_SAME_COMPONENT"
"","HNRNPA2B1","HNRNPD","IN_SAME_COMPONENT"
"","HNRNPA2B1","HNRNPF","IN_SAME_COMPONENT"
"","HNRNPA2B1","HNRNPH1","IN_SAME_COMPONENT"
"","HNRNPA2B1","HNRNPH2","IN_SAME_COMPONENT"
"","HNRNPA2B1","HNRNPL","IN_SAME_COMPONENT"
"","HNRNPA2B1","HNRNPM","IN_SAME_COMPONENT"
"","HNRNPA2B1","HNRNPR","IN_SAME_COMPONENT"
"","HNRNPA2B1","HNRNPU","IN_SAME_COMPONENT"
"","HNRNPA2B1","HNRNPUL1","IN_SAME_COMPONENT"
"","HNRNPA2B1","LSM2","IN_SAME_COMPONENT"
"","HNRNPA2B1","MAGOH","IN_SAME_COMPONENT"
"","HNRNPA2B1","NCBP1","IN_SAME_COMPONENT"
"","HNRNPA2B1","NCBP2","IN_SAME_COMPONENT"
"","HNRNPA2B1","NHP2L1","IN_SAME_COMPONENT"
"","HNRNPA2B1","NUDT21","IN_SAME_COMPONENT"
"","HNRNPA2B1","PABPN1","IN_SAME_COMPONENT"
"","HNRNPA2B1","PAPOLA","IN_SAME_COMPONENT"
"","HNRNPA2B1","PCBP1","IN_SAME_COMPONENT"
"","HNRNPA2B1","PCBP2","IN_SAME_COMPONENT"
"","HNRNPA2B1","PCF11","IN_SAME_COMPONENT"
"","HNRNPA2B1","PHF5A","IN_SAME_COMPONENT"
"","HNRNPA2B1","POLR2A","IN_SAME_COMPONENT"
"","HNRNPA2B1","POLR2B","IN_SAME_COMPONENT"
"","HNRNPA2B1","POLR2C","IN_SAME_COMPONENT"
"","HNRNPA2B1","POLR2D","IN_SAME_COMPONENT"
"","HNRNPA2B1","POLR2E","IN_SAME_COMPONENT"
"","HNRNPA2B1","POLR2H","IN_SAME_COMPONENT"
"","HNRNPA2B1","POLR2I","IN_SAME_COMPONENT"
"","HNRNPA2B1","POLR2J","IN_SAME_COMPONENT"
"","HNRNPA2B1","POLR2K","IN_SAME_COMPONENT"
"","HNRNPA2B1","PRPF4","IN_SAME_COMPONENT"
"","HNRNPA2B1","PRPF6","IN_SAME_COMPONENT"
"","HNRNPA2B1","PRPF8","IN_SAME_COMPONENT"
"","HNRNPA2B1","PTBP1","IN_SAME_COMPONENT"
"","HNRNPA2B1","RBM5","IN_SAME_COMPONENT"
"","HNRNPA2B1","RBM8A","IN_SAME_COMPONENT"
"","HNRNPA2B1","RBMX","IN_SAME_COMPONENT"
"","HNRNPA2B1","RNPS1","IN_SAME_COMPONENT"
"","HNRNPA2B1","SF3A1","IN_SAME_COMPONENT"
"","HNRNPA2B1","SF3A2","IN_SAME_COMPONENT"
"","HNRNPA2B1","SF3A3","IN_SAME_COMPONENT"
"","HNRNPA2B1","SF3B1","IN_SAME_COMPONENT"
"","HNRNPA2B1","SF3B14","IN_SAME_COMPONENT"
"","HNRNPA2B1","SF3B2","IN_SAME_COMPONENT"
"","HNRNPA2B1","SF3B3","IN_SAME_COMPONENT"
"","HNRNPA2B1","SF3B4","IN_SAME_COMPONENT"
"","HNRNPA2B1","SF3B5","IN_SAME_COMPONENT"
"","HNRNPA2B1","SMC1A","IN_SAME_COMPONENT"
"","HNRNPA2B1","SNRNP200","IN_SAME_COMPONENT"
"","HNRNPA2B1","SNRNP40","IN_SAME_COMPONENT"
"","HNRNPA2B1","SNRNP70","IN_SAME_COMPONENT"
"","HNRNPA2B1","SNRPA","IN_SAME_COMPONENT"
"","HNRNPA2B1","SNRPA1","IN_SAME_COMPONENT"
"","HNRNPA2B1","SNRPB","IN_SAME_COMPONENT"
"","HNRNPA2B1","SNRPB2","IN_SAME_COMPONENT"
"","HNRNPA2B1","SRRM1","IN_SAME_COMPONENT"
"","HNRNPA2B1","SRSF1","IN_SAME_COMPONENT"
"","HNRNPA2B1","SRSF11","IN_SAME_COMPONENT"
"","HNRNPA2B1","SRSF2","IN_SAME_COMPONENT"
"","HNRNPA2B1","SRSF4","IN_SAME_COMPONENT"
"","HNRNPA2B1","SRSF5","IN_SAME_COMPONENT"
"","HNRNPA2B1","SRSF6","IN_SAME_COMPONENT"
"","HNRNPA2B1","SRSF7","IN_SAME_COMPONENT"
"","HNRNPA2B1","SRSF9","IN_SAME_COMPONENT"
"","HNRNPA2B1","SUGP1","IN_SAME_COMPONENT"
"","HNRNPA2B1","THOC4","IN_SAME_COMPONENT"
"","HNRNPA2B1","TXNL4A","IN_SAME_COMPONENT"
"","HNRNPA2B1","U2AF1","IN_SAME_COMPONENT"
"","HNRNPA2B1","U2AF2","IN_SAME_COMPONENT"
"","HNRNPA2B1","UPF3B","IN_SAME_COMPONENT"
"","HNRNPA2B1","YBX1","IN_SAME_COMPONENT"
"","HNRNPA2B1","HNRNPA2B1","REACTS_WITH"
"","HNRNPA3","HNRNPC","IN_SAME_COMPONENT"
"","HNRNPA3","HNRNPD","IN_SAME_COMPONENT"
"","HNRNPA3","HNRNPF","IN_SAME_COMPONENT"
"","HNRNPA3","HNRNPH1","IN_SAME_COMPONENT"
"","HNRNPA3","HNRNPH2","IN_SAME_COMPONENT"
"","HNRNPA3","HNRNPL","IN_SAME_COMPONENT"
"","HNRNPA3","HNRNPM","IN_SAME_COMPONENT"
"","HNRNPA3","HNRNPR","IN_SAME_COMPONENT"
"","HNRNPA3","HNRNPU","IN_SAME_COMPONENT"
"","HNRNPA3","HNRNPUL1","IN_SAME_COMPONENT"
"","HNRNPA3","LSM2","IN_SAME_COMPONENT"
"","HNRNPA3","MAGOH","IN_SAME_COMPONENT"
"","HNRNPA3","NCBP1","IN_SAME_COMPONENT"
"","HNRNPA3","NCBP2","IN_SAME_COMPONENT"
"","HNRNPA3","NHP2L1","IN_SAME_COMPONENT"
"","HNRNPA3","NUDT21","IN_SAME_COMPONENT"
"","HNRNPA3","PABPN1","IN_SAME_COMPONENT"
"","HNRNPA3","PAPOLA","IN_SAME_COMPONENT"
"","HNRNPA3","PCBP1","IN_SAME_COMPONENT"
"","HNRNPA3","PCBP2","IN_SAME_COMPONENT"
"","HNRNPA3","PCF11","IN_SAME_COMPONENT"
"","HNRNPA3","PHF5A","IN_SAME_COMPONENT"
"","HNRNPA3","POLR2A","IN_SAME_COMPONENT"
"","HNRNPA3","POLR2B","IN_SAME_COMPONENT"
"","HNRNPA3","POLR2C","IN_SAME_COMPONENT"
"","HNRNPA3","POLR2D","IN_SAME_COMPONENT"
"","HNRNPA3","POLR2E","IN_SAME_COMPONENT"
"","HNRNPA3","POLR2H","IN_SAME_COMPONENT"
"","HNRNPA3","POLR2I","IN_SAME_COMPONENT"
"","HNRNPA3","POLR2J","IN_SAME_COMPONENT"
"","HNRNPA3","POLR2K","IN_SAME_COMPONENT"
"","HNRNPA3","PRPF4","IN_SAME_COMPONENT"
"","HNRNPA3","PRPF6","IN_SAME_COMPONENT"
"","HNRNPA3","PRPF8","IN_SAME_COMPONENT"
"","HNRNPA3","PTBP1","IN_SAME_COMPONENT"
"","HNRNPA3","RBM5","IN_SAME_COMPONENT"
"","HNRNPA3","RBM8A","IN_SAME_COMPONENT"
"","HNRNPA3","RBMX","IN_SAME_COMPONENT"
"","HNRNPA3","RNPS1","IN_SAME_COMPONENT"
"","HNRNPA3","SF3A1","IN_SAME_COMPONENT"
"","HNRNPA3","SF3A2","IN_SAME_COMPONENT"
"","HNRNPA3","SF3A3","IN_SAME_COMPONENT"
"","HNRNPA3","SF3B1","IN_SAME_COMPONENT"
"","HNRNPA3","SF3B14","IN_SAME_COMPONENT"
"","HNRNPA3","SF3B2","IN_SAME_COMPONENT"
"","HNRNPA3","SF3B3","IN_SAME_COMPONENT"
"","HNRNPA3","SF3B4","IN_SAME_COMPONENT"
"","HNRNPA3","SF3B5","IN_SAME_COMPONENT"
"","HNRNPA3","SMC1A","IN_SAME_COMPONENT"
"","HNRNPA3","SNRNP200","IN_SAME_COMPONENT"
"","HNRNPA3","SNRNP40","IN_SAME_COMPONENT"
"","HNRNPA3","SNRNP70","IN_SAME_COMPONENT"
"","HNRNPA3","SNRPA","IN_SAME_COMPONENT"
"","HNRNPA3","SNRPA1","IN_SAME_COMPONENT"
"","HNRNPA3","SNRPB","IN_SAME_COMPONENT"
"","HNRNPA3","SNRPB2","IN_SAME_COMPONENT"
"","HNRNPA3","SRRM1","IN_SAME_COMPONENT"
"","HNRNPA3","SRSF1","IN_SAME_COMPONENT"
"","HNRNPA3","SRSF11","IN_SAME_COMPONENT"
"","HNRNPA3","SRSF2","IN_SAME_COMPONENT"
"","HNRNPA3","SRSF4","IN_SAME_COMPONENT"
"","HNRNPA3","SRSF5","IN_SAME_COMPONENT"
"","HNRNPA3","SRSF6","IN_SAME_COMPONENT"
"","HNRNPA3","SRSF7","IN_SAME_COMPONENT"
"","HNRNPA3","SRSF9","IN_SAME_COMPONENT"
"","HNRNPA3","SUGP1","IN_SAME_COMPONENT"
"","HNRNPA3","THOC4","IN_SAME_COMPONENT"
"","HNRNPA3","TXNL4A","IN_SAME_COMPONENT"
"","HNRNPA3","U2AF1","IN_SAME_COMPONENT"
"","HNRNPA3","U2AF2","IN_SAME_COMPONENT"
"","HNRNPA3","UPF3B","IN_SAME_COMPONENT"
"","HNRNPA3","YBX1","IN_SAME_COMPONENT"
"","HNRNPA3","HNRNPA3","REACTS_WITH"
"","HNRNPC","HNRNPD","IN_SAME_COMPONENT"
"","HNRNPC","HNRNPF","IN_SAME_COMPONENT"
"","HNRNPC","HNRNPH1","IN_SAME_COMPONENT"
"","HNRNPC","HNRNPH2","IN_SAME_COMPONENT"
"","HNRNPC","HNRNPL","IN_SAME_COMPONENT"
"","HNRNPC","HNRNPM","IN_SAME_COMPONENT"
"","HNRNPC","HNRNPR","IN_SAME_COMPONENT"
"","HNRNPC","HNRNPU","IN_SAME_COMPONENT"
"","HNRNPC","HNRNPUL1","IN_SAME_COMPONENT"
